# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: NWSHELF_MULTIYEAR_BGC_004_011
# Dataset: cmems_mod_nws_bgc-no3_my_7km-3D_P1M-m
# Variable: Mole concentration of nitrate in sea water (no3) mmol m-3
# Geometry: POLYGON ((0.911397 50.953499, 0.911397 50.957347, 2.658513 50.922713, 4.467201 51.980988, 4.467201 51.980988, 7.923186 53.782503, 7.923186 53.782503, -0.748992 53.817121, -0.748992 53.817121, 0.911397 50.953499))
# Values from graph: v(t): value vs. time
# Depth: 0 m

time,no3
2001-05-01T00:00:00.000Z,16.15182876586914
2001-06-01T00:00:00.000Z,15.141592979431152
2001-07-01T00:00:00.000Z,13.26380443572998
2001-08-01T00:00:00.000Z,11.825724601745605
2001-09-01T00:00:00.000Z,11.684964179992676
2001-10-01T00:00:00.000Z,12.841992378234863
2001-11-01T00:00:00.000Z,14.30068302154541
2001-12-01T00:00:00.000Z,16.80013084411621
2002-01-01T00:00:00.000Z,17.859312057495117
2002-02-01T00:00:00.000Z,19.1705379486084
2002-03-01T00:00:00.000Z,19.609901428222656
2002-04-01T00:00:00.000Z,17.791399002075195
2002-05-01T00:00:00.000Z,14.940672874450684
2002-06-01T00:00:00.000Z,13.215373992919922
2002-07-01T00:00:00.000Z,12.196126937866211
2002-08-01T00:00:00.000Z,12.472183227539062
2002-09-01T00:00:00.000Z,13.50976848602295
2002-10-01T00:00:00.000Z,14.864297866821289
2002-11-01T00:00:00.000Z,16.6303768157959
2002-12-01T00:00:00.000Z,18.2222900390625
2003-01-01T00:00:00.000Z,20.530757904052734
2003-02-01T00:00:00.000Z,21.423917770385742
2003-03-01T00:00:00.000Z,19.292308807373047
2003-04-01T00:00:00.000Z,17.104341506958008
2003-05-01T00:00:00.000Z,15.7523832321167
2003-06-01T00:00:00.000Z,14.181861877441406
2003-07-01T00:00:00.000Z,11.927864074707031
2003-08-01T00:00:00.000Z,11.038946151733398
2003-09-01T00:00:00.000Z,11.389205932617188
2003-10-01T00:00:00.000Z,12.346692085266113
2003-11-01T00:00:00.000Z,13.587335586547852
2003-12-01T00:00:00.000Z,15.205698013305664
2004-01-01T00:00:00.000Z,17.070446014404297
2004-02-01T00:00:00.000Z,19.32929801940918
2004-03-01T00:00:00.000Z,19.104707717895508
2004-04-01T00:00:00.000Z,17.604562759399414
2004-05-01T00:00:00.000Z,16.627029418945312
2004-06-01T00:00:00.000Z,14.840958595275879
2004-07-01T00:00:00.000Z,12.176250457763672
2004-08-01T00:00:00.000Z,11.380997657775879
2004-09-01T00:00:00.000Z,11.3472318649292
2004-10-01T00:00:00.000Z,12.056703567504883
2004-11-01T00:00:00.000Z,13.561579704284668
2004-12-01T00:00:00.000Z,15.106395721435547
2005-01-01T00:00:00.000Z,15.8479585647583
2005-02-01T00:00:00.000Z,17.91822052001953
2005-03-01T00:00:00.000Z,18.20404815673828
2005-04-01T00:00:00.000Z,17.59642791748047
2005-05-01T00:00:00.000Z,15.833361625671387
2005-06-01T00:00:00.000Z,14.213983535766602
2005-07-01T00:00:00.000Z,12.686347007751465
2005-08-01T00:00:00.000Z,11.620859146118164
2005-09-01T00:00:00.000Z,11.973586082458496
2005-10-01T00:00:00.000Z,12.714151382446289
2005-11-01T00:00:00.000Z,13.499626159667969
2005-12-01T00:00:00.000Z,14.598880767822266
2006-01-01T00:00:00.000Z,16.096017837524414
2006-02-01T00:00:00.000Z,16.85359764099121
2006-03-01T00:00:00.000Z,17.61359977722168
2006-04-01T00:00:00.000Z,18.329917907714844
2006-05-01T00:00:00.000Z,16.907381057739258
2006-06-01T00:00:00.000Z,14.714668273925781
2006-07-01T00:00:00.000Z,12.525857925415039
2006-08-01T00:00:00.000Z,11.591444969177246
2006-09-01T00:00:00.000Z,11.467511177062988
2006-10-01T00:00:00.000Z,12.057449340820312
2006-11-01T00:00:00.000Z,12.839849472045898
2006-12-01T00:00:00.000Z,14.41112232208252
2007-01-01T00:00:00.000Z,15.512518882751465
2007-02-01T00:00:00.000Z,17.23044776916504
2007-03-01T00:00:00.000Z,17.969324111938477
2007-04-01T00:00:00.000Z,15.891120910644531
2007-05-01T00:00:00.000Z,14.513588905334473
2007-06-01T00:00:00.000Z,13.55624771118164
2007-07-01T00:00:00.000Z,11.784836769104004
2007-08-01T00:00:00.000Z,11.796102523803711
2007-09-01T00:00:00.000Z,12.102935791015625
2007-10-01T00:00:00.000Z,13.611032485961914
2007-11-01T00:00:00.000Z,14.847406387329102
2007-12-01T00:00:00.000Z,17.491313934326172
2008-01-01T00:00:00.000Z,18.173995971679688
2008-02-01T00:00:00.000Z,18.141557693481445
2008-03-01T00:00:00.000Z,17.235410690307617
2008-04-01T00:00:00.000Z,17.297527313232422
2008-05-01T00:00:00.000Z,16.82856559753418
2008-06-01T00:00:00.000Z,15.3154935836792
2008-07-01T00:00:00.000Z,11.991822242736816
2008-08-01T00:00:00.000Z,10.301530838012695
2008-09-01T00:00:00.000Z,10.175334930419922
2008-10-01T00:00:00.000Z,10.88429069519043
2008-11-01T00:00:00.000Z,12.407862663269043
2008-12-01T00:00:00.000Z,14.50822639465332
2009-01-01T00:00:00.000Z,15.974843978881836
2009-02-01T00:00:00.000Z,17.24786376953125
2009-03-01T00:00:00.000Z,17.282419204711914
2009-04-01T00:00:00.000Z,16.304101943969727
2009-05-01T00:00:00.000Z,13.882308959960938
2009-06-01T00:00:00.000Z,12.730762481689453
2009-07-01T00:00:00.000Z,10.164487838745117
2009-08-01T00:00:00.000Z,9.323331832885742
2009-09-01T00:00:00.000Z,9.380512237548828
2009-10-01T00:00:00.000Z,10.558032035827637
2009-11-01T00:00:00.000Z,11.727137565612793
2009-12-01T00:00:00.000Z,13.432255744934082
2010-01-01T00:00:00.000Z,15.823430061340332
2010-02-01T00:00:00.000Z,16.92949676513672
2010-03-01T00:00:00.000Z,18.012609481811523
2010-04-01T00:00:00.000Z,16.5643367767334
2010-05-01T00:00:00.000Z,15.831629753112793
2010-06-01T00:00:00.000Z,14.914238929748535
2010-07-01T00:00:00.000Z,13.105419158935547
2010-08-01T00:00:00.000Z,12.313521385192871
2010-09-01T00:00:00.000Z,12.774081230163574
2010-10-01T00:00:00.000Z,13.26611614227295
2010-11-01T00:00:00.000Z,14.757079124450684
2010-12-01T00:00:00.000Z,17.273696899414062
2011-01-01T00:00:00.000Z,20.217369079589844
2011-02-01T00:00:00.000Z,19.99262237548828
2011-03-01T00:00:00.000Z,19.25640296936035
2011-04-01T00:00:00.000Z,16.336589813232422
2011-05-01T00:00:00.000Z,14.997634887695312
2011-06-01T00:00:00.000Z,12.745201110839844
2011-07-01T00:00:00.000Z,10.423833847045898
2011-08-01T00:00:00.000Z,9.248017311096191
2011-09-01T00:00:00.000Z,9.171550750732422
2011-10-01T00:00:00.000Z,10.16307258605957
2011-11-01T00:00:00.000Z,12.027260780334473
2011-12-01T00:00:00.000Z,12.600274085998535
2012-01-01T00:00:00.000Z,15.362801551818848
2012-02-01T00:00:00.000Z,16.966819763183594
2012-03-01T00:00:00.000Z,16.22707748413086
2012-04-01T00:00:00.000Z,14.319391250610352
2012-05-01T00:00:00.000Z,13.772381782531738
2012-06-01T00:00:00.000Z,11.800545692443848
2012-07-01T00:00:00.000Z,10.458539009094238
2012-08-01T00:00:00.000Z,10.313024520874023
2012-09-01T00:00:00.000Z,10.645480155944824
2012-10-01T00:00:00.000Z,11.35901927947998
2012-11-01T00:00:00.000Z,12.322718620300293
2012-12-01T00:00:00.000Z,14.03480339050293
2013-01-01T00:00:00.000Z,16.46657371520996
2013-02-01T00:00:00.000Z,17.71961212158203
2013-03-01T00:00:00.000Z,17.333906173706055
2013-04-01T00:00:00.000Z,16.139944076538086
2013-05-01T00:00:00.000Z,13.18995189666748
2013-06-01T00:00:00.000Z,13.178838729858398
2013-07-01T00:00:00.000Z,11.793563842773438
2013-08-01T00:00:00.000Z,10.548931121826172
2013-09-01T00:00:00.000Z,10.576297760009766
2013-10-01T00:00:00.000Z,11.276078224182129
2013-11-01T00:00:00.000Z,12.668691635131836
2013-12-01T00:00:00.000Z,14.110334396362305
2014-01-01T00:00:00.000Z,15.864315032958984
2014-02-01T00:00:00.000Z,15.826837539672852
2014-03-01T00:00:00.000Z,15.254039764404297
2014-04-01T00:00:00.000Z,12.954684257507324
2014-05-01T00:00:00.000Z,11.936882019042969
2014-06-01T00:00:00.000Z,11.451841354370117
2014-07-01T00:00:00.000Z,10.021971702575684
2014-08-01T00:00:00.000Z,8.958277702331543
2014-09-01T00:00:00.000Z,9.246305465698242
2014-10-01T00:00:00.000Z,9.63309383392334
2014-11-01T00:00:00.000Z,10.773630142211914
2014-12-01T00:00:00.000Z,12.094991683959961
2015-01-01T00:00:00.000Z,14.053715705871582
2015-02-01T00:00:00.000Z,15.854960441589355
2015-03-01T00:00:00.000Z,15.32187557220459
2015-04-01T00:00:00.000Z,13.896864891052246
2015-05-01T00:00:00.000Z,13.461089134216309
2015-06-01T00:00:00.000Z,12.097382545471191
2015-07-01T00:00:00.000Z,9.74621295928955
2015-08-01T00:00:00.000Z,8.098841667175293
2015-09-01T00:00:00.000Z,7.804146766662598
2015-10-01T00:00:00.000Z,8.746166229248047
2015-11-01T00:00:00.000Z,9.539015769958496
2015-12-01T00:00:00.000Z,10.841531753540039
2016-01-01T00:00:00.000Z,11.809453964233398
2016-02-01T00:00:00.000Z,12.833693504333496
2016-03-01T00:00:00.000Z,13.774781227111816
2016-04-01T00:00:00.000Z,12.11034870147705
2016-05-01T00:00:00.000Z,11.341197967529297
2016-06-01T00:00:00.000Z,11.614015579223633
2016-07-01T00:00:00.000Z,10.125231742858887
2016-08-01T00:00:00.000Z,9.033515930175781
2016-09-01T00:00:00.000Z,8.754947662353516
2016-10-01T00:00:00.000Z,9.287871360778809
2016-11-01T00:00:00.000Z,10.059029579162598
2016-12-01T00:00:00.000Z,11.725790977478027
2017-01-01T00:00:00.000Z,13.098830223083496
2017-02-01T00:00:00.000Z,14.343512535095215
2017-03-01T00:00:00.000Z,14.969257354736328
2017-04-01T00:00:00.000Z,13.396699905395508
2017-05-01T00:00:00.000Z,12.623379707336426
2017-06-01T00:00:00.000Z,10.802715301513672
2017-07-01T00:00:00.000Z,9.125432968139648
2017-08-01T00:00:00.000Z,8.108254432678223
2017-09-01T00:00:00.000Z,7.956714153289795
2017-10-01T00:00:00.000Z,8.341485977172852
2017-11-01T00:00:00.000Z,9.490303993225098
2017-12-01T00:00:00.000Z,11.810749053955078
2018-01-01T00:00:00.000Z,13.783405303955078
2018-02-01T00:00:00.000Z,14.109918594360352
2018-03-01T00:00:00.000Z,14.11998462677002
2018-04-01T00:00:00.000Z,12.170966148376465
2018-05-01T00:00:00.000Z,10.27341365814209
2018-06-01T00:00:00.000Z,9.525618553161621
2018-07-01T00:00:00.000Z,9.381017684936523
2018-08-01T00:00:00.000Z,9.124478340148926
2018-09-01T00:00:00.000Z,9.062379837036133
2018-10-01T00:00:00.000Z,10.172235488891602
2018-11-01T00:00:00.000Z,11.275175094604492
2018-12-01T00:00:00.000Z,12.746771812438965
2019-01-01T00:00:00.000Z,14.701321601867676
2019-02-01T00:00:00.000Z,15.22390079498291
2019-03-01T00:00:00.000Z,14.14309310913086
2019-04-01T00:00:00.000Z,13.160980224609375
2019-05-01T00:00:00.000Z,11.730647087097168
2019-06-01T00:00:00.000Z,10.468222618103027
2019-07-01T00:00:00.000Z,10.139132499694824
2019-08-01T00:00:00.000Z,9.623709678649902
2019-09-01T00:00:00.000Z,9.703781127929688
2019-10-01T00:00:00.000Z,10.14258861541748
2019-11-01T00:00:00.000Z,10.574277877807617
2019-12-01T00:00:00.000Z,11.557718276977539
2020-01-01T00:00:00.000Z,13.00006103515625
2020-02-01T00:00:00.000Z,13.06447982788086
2020-03-01T00:00:00.000Z,12.459004402160645
2020-04-01T00:00:00.000Z,11.651921272277832
2020-05-01T00:00:00.000Z,10.632495880126953
2020-06-01T00:00:00.000Z,10.050141334533691
2020-07-01T00:00:00.000Z,9.007636070251465
2020-08-01T00:00:00.000Z,8.765963554382324
2020-09-01T00:00:00.000Z,8.606287956237793
2020-10-01T00:00:00.000Z,9.079988479614258
2020-11-01T00:00:00.000Z,9.92418098449707
2020-12-01T00:00:00.000Z,11.381402015686035
2021-01-01T00:00:00.000Z,13.198625564575195
2021-02-01T00:00:00.000Z,14.419443130493164
2021-03-01T00:00:00.000Z,14.120140075683594
2021-04-01T00:00:00.000Z,12.689621925354004
2021-05-01T00:00:00.000Z,10.746742248535156
2021-06-01T00:00:00.000Z,10.268505096435547
2021-07-01T00:00:00.000Z,9.718161582946777
2021-08-01T00:00:00.000Z,9.287310600280762
2021-09-01T00:00:00.000Z,9.800435066223145
2021-10-01T00:00:00.000Z,9.677123069763184
2021-11-01T00:00:00.000Z,10.56552791595459
2021-12-01T00:00:00.000Z,12.110587120056152
2022-01-01T00:00:00.000Z,13.880073547363281
2022-02-01T00:00:00.000Z,14.46896743774414
2022-03-01T00:00:00.000Z,15.06383991241455
2022-04-01T00:00:00.000Z,13.707504272460938
2022-05-01T00:00:00.000Z,12.231136322021484
2022-06-01T00:00:00.000Z,11.109407424926758
2022-07-01T00:00:00.000Z,10.565312385559082
2022-08-01T00:00:00.000Z,10.493902206420898
2022-09-01T00:00:00.000Z,10.852693557739258
2022-10-01T00:00:00.000Z,10.936675071716309
2022-11-01T00:00:00.000Z,11.559806823730469
2022-12-01T00:00:00.000Z,12.70702075958252
2023-01-01T00:00:00.000Z,13.339816093444824
2023-02-01T00:00:00.000Z,14.679337501525879
2023-03-01T00:00:00.000Z,14.878561973571777
2023-04-01T00:00:00.000Z,12.564453125
2023-05-01T00:00:00.000Z,12.065986633300781
2023-06-01T00:00:00.000Z,11.15480899810791
2023-07-01T00:00:00.000Z,9.780723571777344
2023-08-01T00:00:00.000Z,8.906271934509277
2023-09-01T00:00:00.000Z,9.228029251098633
2023-10-01T00:00:00.000Z,9.669203758239746
2023-11-01T00:00:00.000Z,9.987346649169922
2023-12-01T00:00:00.000Z,11.13056468963623
2024-01-01T00:00:00.000Z,12.459027290344238
2024-02-01T00:00:00.000Z,13.304924011230469
2024-03-01T00:00:00.000Z,12.849807739257812
2024-04-01T00:00:00.000Z,9.646056175231934
2024-05-01T00:00:00.000Z,9.506502151489258
2024-06-01T00:00:00.000Z,8.550471305847168
2024-07-01T00:00:00.000Z,7.7094268798828125
2024-08-01T00:00:00.000Z,7.343935489654541
2024-09-01T00:00:00.000Z,7.79798698425293
2024-10-01T00:00:00.000Z,8.458166122436523
2024-11-01T00:00:00.000Z,9.989487648010254
2024-12-01T00:00:00.000Z,11.600135803222656
