"","year","P_copernicus","P_schelde","month"
"181",2006,0.2844273075,0.027,1
"182",2006,0.2844273075,0.027,2
"183",2006,0.2844273075,0.027,3
"184",2006,0.2844273075,0.027,4
"185",2006,0.2844273075,0.027,5
"186",2006,0.2844273075,0.027,6
"187",2006,0.2844273075,0.027,7
"188",2006,0.2844273075,0.027,8
"189",2006,0.2844273075,0.027,9
"190",2006,0.2844273075,0.027,10
"191",2006,0.2844273075,0.027,11
"192",2006,0.2844273075,0.027,12
"193",2007,0.291564118083333,0.0209090909090909,1
"194",2007,0.291564118083333,0.0209090909090909,2
"195",2007,0.291564118083333,0.0209090909090909,3
"196",2007,0.291564118083333,0.0209090909090909,4
"197",2007,0.291564118083333,0.0209090909090909,5
"198",2007,0.291564118083333,0.0209090909090909,6
"199",2007,0.291564118083333,0.0209090909090909,7
"200",2007,0.291564118083333,0.0209090909090909,8
"201",2007,0.291564118083333,0.0209090909090909,9
"202",2007,0.291564118083333,0.0209090909090909,10
"203",2007,0.291564118083333,0.0209090909090909,11
"204",2007,0.291564118083333,0.0209090909090909,12
"205",2008,0.34932564825,0.016,1
"206",2008,0.34932564825,0.016,2
"207",2008,0.34932564825,0.016,3
"208",2008,0.34932564825,0.016,4
"209",2008,0.34932564825,0.016,5
"210",2008,0.34932564825,0.016,6
"211",2008,0.34932564825,0.016,7
"212",2008,0.34932564825,0.016,8
"213",2008,0.34932564825,0.016,9
"214",2008,0.34932564825,0.016,10
"215",2008,0.34932564825,0.016,11
"216",2008,0.34932564825,0.016,12
"217",2009,0.295563871666667,0.02625,1
"218",2009,0.295563871666667,0.02625,2
"219",2009,0.295563871666667,0.02625,3
"220",2009,0.295563871666667,0.02625,4
"221",2009,0.295563871666667,0.02625,5
"222",2009,0.295563871666667,0.02625,6
"223",2009,0.295563871666667,0.02625,7
"224",2009,0.295563871666667,0.02625,8
"225",2009,0.295563871666667,0.02625,9
"226",2009,0.295563871666667,0.02625,10
"227",2009,0.295563871666667,0.02625,11
"228",2009,0.295563871666667,0.02625,12
"229",2010,0.338603554916667,0.0424166666666667,1
"230",2010,0.338603554916667,0.0424166666666667,2
"231",2010,0.338603554916667,0.0424166666666667,3
"232",2010,0.338603554916667,0.0424166666666667,4
"233",2010,0.338603554916667,0.0424166666666667,5
"234",2010,0.338603554916667,0.0424166666666667,6
"235",2010,0.338603554916667,0.0424166666666667,7
"236",2010,0.338603554916667,0.0424166666666667,8
"237",2010,0.338603554916667,0.0424166666666667,9
"238",2010,0.338603554916667,0.0424166666666667,10
"239",2010,0.338603554916667,0.0424166666666667,11
"240",2010,0.338603554916667,0.0424166666666667,12
"241",2011,0.340500543416667,0.02413,1
"242",2011,0.340500543416667,0.02413,2
"243",2011,0.340500543416667,0.02413,3
"244",2011,0.340500543416667,0.02413,4
"245",2011,0.340500543416667,0.02413,5
"246",2011,0.340500543416667,0.02413,6
"247",2011,0.340500543416667,0.02413,7
"248",2011,0.340500543416667,0.02413,8
"249",2011,0.340500543416667,0.02413,9
"250",2011,0.340500543416667,0.02413,10
"251",2011,0.340500543416667,0.02413,11
"252",2011,0.340500543416667,0.02413,12
"253",2012,0.27724970625,0.0280333333333333,1
"254",2012,0.27724970625,0.0280333333333333,2
"255",2012,0.27724970625,0.0280333333333333,3
"256",2012,0.27724970625,0.0280333333333333,4
"257",2012,0.27724970625,0.0280333333333333,5
"258",2012,0.27724970625,0.0280333333333333,6
"259",2012,0.27724970625,0.0280333333333333,7
"260",2012,0.27724970625,0.0280333333333333,8
"261",2012,0.27724970625,0.0280333333333333,9
"262",2012,0.27724970625,0.0280333333333333,10
"263",2012,0.27724970625,0.0280333333333333,11
"264",2012,0.27724970625,0.0280333333333333,12
"265",2013,0.244285706416667,0.023025,1
"266",2013,0.244285706416667,0.023025,2
"267",2013,0.244285706416667,0.023025,3
"268",2013,0.244285706416667,0.023025,4
"269",2013,0.244285706416667,0.023025,5
"270",2013,0.244285706416667,0.023025,6
"271",2013,0.244285706416667,0.023025,7
"272",2013,0.244285706416667,0.023025,8
"273",2013,0.244285706416667,0.023025,9
"274",2013,0.244285706416667,0.023025,10
"275",2013,0.244285706416667,0.023025,11
"276",2013,0.244285706416667,0.023025,12
"277",2014,0.242909272416667,0.0258666666666667,1
"278",2014,0.242909272416667,0.0258666666666667,2
"279",2014,0.242909272416667,0.0258666666666667,3
"280",2014,0.242909272416667,0.0258666666666667,4
"281",2014,0.242909272416667,0.0258666666666667,5
"282",2014,0.242909272416667,0.0258666666666667,6
"283",2014,0.242909272416667,0.0258666666666667,7
"284",2014,0.242909272416667,0.0258666666666667,8
"285",2014,0.242909272416667,0.0258666666666667,9
"286",2014,0.242909272416667,0.0258666666666667,10
"287",2014,0.242909272416667,0.0258666666666667,11
"288",2014,0.242909272416667,0.0258666666666667,12
"289",2015,0.245714957416667,0.018425,1
"290",2015,0.245714957416667,0.018425,2
"291",2015,0.245714957416667,0.018425,3
"292",2015,0.245714957416667,0.018425,4
"293",2015,0.245714957416667,0.018425,5
"294",2015,0.245714957416667,0.018425,6
"295",2015,0.245714957416667,0.018425,7
"296",2015,0.245714957416667,0.018425,8
"297",2015,0.245714957416667,0.018425,9
"298",2015,0.245714957416667,0.018425,10
"299",2015,0.245714957416667,0.018425,11
"300",2015,0.245714957416667,0.018425,12
"301",2016,0.183454267583333,0.01095,1
"302",2016,0.183454267583333,0.01095,2
"303",2016,0.183454267583333,0.01095,3
"304",2016,0.183454267583333,0.01095,4
"305",2016,0.183454267583333,0.01095,5
"306",2016,0.183454267583333,0.01095,6
"307",2016,0.183454267583333,0.01095,7
"308",2016,0.183454267583333,0.01095,8
"309",2016,0.183454267583333,0.01095,9
"310",2016,0.183454267583333,0.01095,10
"311",2016,0.183454267583333,0.01095,11
"312",2016,0.183454267583333,0.01095,12
"313",2017,0.214160306666667,0.0178166666666667,1
"314",2017,0.214160306666667,0.0178166666666667,2
"315",2017,0.214160306666667,0.0178166666666667,3
"316",2017,0.214160306666667,0.0178166666666667,4
"317",2017,0.214160306666667,0.0178166666666667,5
"318",2017,0.214160306666667,0.0178166666666667,6
"319",2017,0.214160306666667,0.0178166666666667,7
"320",2017,0.214160306666667,0.0178166666666667,8
"321",2017,0.214160306666667,0.0178166666666667,9
"322",2017,0.214160306666667,0.0178166666666667,10
"323",2017,0.214160306666667,0.0178166666666667,11
"324",2017,0.214160306666667,0.0178166666666667,12
"325",2018,0.186409426916667,0.01635,1
"326",2018,0.186409426916667,0.01635,2
"327",2018,0.186409426916667,0.01635,3
"328",2018,0.186409426916667,0.01635,4
"329",2018,0.186409426916667,0.01635,5
"330",2018,0.186409426916667,0.01635,6
"331",2018,0.186409426916667,0.01635,7
"332",2018,0.186409426916667,0.01635,8
"333",2018,0.186409426916667,0.01635,9
"334",2018,0.186409426916667,0.01635,10
"335",2018,0.186409426916667,0.01635,11
"336",2018,0.186409426916667,0.01635,12
"337",2019,0.195492245416667,0.0151083333333333,1
"338",2019,0.195492245416667,0.0151083333333333,2
"339",2019,0.195492245416667,0.0151083333333333,3
"340",2019,0.195492245416667,0.0151083333333333,4
"341",2019,0.195492245416667,0.0151083333333333,5
"342",2019,0.195492245416667,0.0151083333333333,6
"343",2019,0.195492245416667,0.0151083333333333,7
"344",2019,0.195492245416667,0.0151083333333333,8
"345",2019,0.195492245416667,0.0151083333333333,9
"346",2019,0.195492245416667,0.0151083333333333,10
"347",2019,0.195492245416667,0.0151083333333333,11
"348",2019,0.195492245416667,0.0151083333333333,12
"349",2020,0.205704552916667,0.0098,1
"350",2020,0.205704552916667,0.0098,2
"351",2020,0.205704552916667,0.0098,3
"352",2020,0.205704552916667,0.0098,4
"353",2020,0.205704552916667,0.0098,5
"354",2020,0.205704552916667,0.0098,6
"355",2020,0.205704552916667,0.0098,7
"356",2020,0.205704552916667,0.0098,8
"357",2020,0.205704552916667,0.0098,9
"358",2020,0.205704552916667,0.0098,10
"359",2020,0.205704552916667,0.0098,11
"360",2020,0.205704552916667,0.0098,12
"361",2021,0.2120099135,0.0154333333333333,1
"362",2021,0.2120099135,0.0154333333333333,2
"363",2021,0.2120099135,0.0154333333333333,3
"364",2021,0.2120099135,0.0154333333333333,4
"365",2021,0.2120099135,0.0154333333333333,5
"366",2021,0.2120099135,0.0154333333333333,6
"367",2021,0.2120099135,0.0154333333333333,7
"368",2021,0.2120099135,0.0154333333333333,8
"369",2021,0.2120099135,0.0154333333333333,9
"370",2021,0.2120099135,0.0154333333333333,10
"371",2021,0.2120099135,0.0154333333333333,11
"372",2021,0.2120099135,0.0154333333333333,12
"373",2022,0.186328523,0.0149833333333333,1
"374",2022,0.186328523,0.0149833333333333,2
"375",2022,0.186328523,0.0149833333333333,3
"376",2022,0.186328523,0.0149833333333333,4
"377",2022,0.186328523,0.0149833333333333,5
"378",2022,0.186328523,0.0149833333333333,6
"379",2022,0.186328523,0.0149833333333333,7
"380",2022,0.186328523,0.0149833333333333,8
"381",2022,0.186328523,0.0149833333333333,9
"382",2022,0.186328523,0.0149833333333333,10
"383",2022,0.186328523,0.0149833333333333,11
"384",2022,0.186328523,0.0149833333333333,12
"385",2023,0.194917947,0.0131916666666667,1
"386",2023,0.194917947,0.0131916666666667,2
"387",2023,0.194917947,0.0131916666666667,3
"388",2023,0.194917947,0.0131916666666667,4
"389",2023,0.194917947,0.0131916666666667,5
"390",2023,0.194917947,0.0131916666666667,6
"391",2023,0.194917947,0.0131916666666667,7
"392",2023,0.194917947,0.0131916666666667,8
"393",2023,0.194917947,0.0131916666666667,9
"394",2023,0.194917947,0.0131916666666667,10
"395",2023,0.194917947,0.0131916666666667,11
"396",2023,0.194917947,0.0131916666666667,12
"397",2024,0.221848170666667,NA,1
"398",2024,0.221848170666667,NA,2
"399",2024,0.221848170666667,NA,3
"400",2024,0.221848170666667,NA,4
"401",2024,0.221848170666667,NA,5
"402",2024,0.221848170666667,NA,6
"403",2024,0.221848170666667,NA,7
"404",2024,0.221848170666667,NA,8
"405",2024,0.221848170666667,NA,9
"406",2024,0.221848170666667,NA,10
"407",2024,0.221848170666667,NA,11
"408",2024,0.221848170666667,NA,12
