time,po4
2003-02-01T00:00:00.000Z,0.489208907
2003-03-01T00:00:00.000Z,0.379242033
2003-04-01T00:00:00.000Z,0.247940645
2003-05-01T00:00:00.000Z,0.331555486
2003-06-01T00:00:00.000Z,0.285674065
2003-07-01T00:00:00.000Z,0.18437244
2003-08-01T00:00:00.000Z,0.176044419
2003-09-01T00:00:00.000Z,0.224336639
2003-10-01T00:00:00.000Z,0.324015021
2003-11-01T00:00:00.000Z,0.470751554
2003-12-01T00:00:00.000Z,0.583317876
2004-01-01T00:00:00.000Z,0.598512888
2004-02-01T00:00:00.000Z,0.564561307
2004-03-01T00:00:00.000Z,0.478394836
2004-04-01T00:00:00.000Z,0.349244416
2004-05-01T00:00:00.000Z,0.287464023
2004-06-01T00:00:00.000Z,0.239574984
2004-07-01T00:00:00.000Z,0.160474688
2004-08-01T00:00:00.000Z,0.146908998
2004-09-01T00:00:00.000Z,0.223248065
2004-10-01T00:00:00.000Z,0.312941521
2004-11-01T00:00:00.000Z,0.406725317
2004-12-01T00:00:00.000Z,0.482715309
2005-01-01T00:00:00.000Z,0.48020494
2005-02-01T00:00:00.000Z,0.496177107
2005-03-01T00:00:00.000Z,0.42263177
2005-04-01T00:00:00.000Z,0.301563233
2005-05-01T00:00:00.000Z,0.213205904
2005-06-01T00:00:00.000Z,0.16495271
2005-07-01T00:00:00.000Z,0.113585509
2005-08-01T00:00:00.000Z,0.107275344
2005-09-01T00:00:00.000Z,0.153143287
2005-10-01T00:00:00.000Z,0.236357033
2005-11-01T00:00:00.000Z,0.338736892
2005-12-01T00:00:00.000Z,0.403798252
2006-01-01T00:00:00.000Z,0.451446354
2006-02-01T00:00:00.000Z,0.462274492
2006-03-01T00:00:00.000Z,0.404752016
2006-04-01T00:00:00.000Z,0.309154868
2006-05-01T00:00:00.000Z,0.22334443
2006-06-01T00:00:00.000Z,0.128984317
2006-07-01T00:00:00.000Z,0.094637595
2006-08-01T00:00:00.000Z,0.123838983
2006-09-01T00:00:00.000Z,0.182830438
2006-10-01T00:00:00.000Z,0.264878571
2006-11-01T00:00:00.000Z,0.357531101
2006-12-01T00:00:00.000Z,0.409454525
2007-01-01T00:00:00.000Z,0.423058033
2007-02-01T00:00:00.000Z,0.436383426
2007-03-01T00:00:00.000Z,0.372848153
2007-04-01T00:00:00.000Z,0.193697438
2007-05-01T00:00:00.000Z,0.200205177
2007-06-01T00:00:00.000Z,0.200597629
2007-07-01T00:00:00.000Z,0.155382663
2007-08-01T00:00:00.000Z,0.143918827
2007-09-01T00:00:00.000Z,0.18563208
2007-10-01T00:00:00.000Z,0.283068746
2007-11-01T00:00:00.000Z,0.393150717
2007-12-01T00:00:00.000Z,0.510826528
2008-01-01T00:00:00.000Z,0.523251891
2008-02-01T00:00:00.000Z,0.473781675
2008-03-01T00:00:00.000Z,0.381474525
2008-04-01T00:00:00.000Z,0.285766691
2008-05-01T00:00:00.000Z,0.350890607
2008-06-01T00:00:00.000Z,0.345542729
2008-07-01T00:00:00.000Z,0.230682924
2008-08-01T00:00:00.000Z,0.190259308
2008-09-01T00:00:00.000Z,0.214760363
2008-10-01T00:00:00.000Z,0.299750268
2008-11-01T00:00:00.000Z,0.407345474
2008-12-01T00:00:00.000Z,0.488401324
2009-01-01T00:00:00.000Z,0.525077701
2009-02-01T00:00:00.000Z,0.51674974
2009-03-01T00:00:00.000Z,0.427479684
2009-04-01T00:00:00.000Z,0.274401456
2009-05-01T00:00:00.000Z,0.240987778
2009-06-01T00:00:00.000Z,0.194984734
2009-07-01T00:00:00.000Z,0.098200835
2009-08-01T00:00:00.000Z,0.099516265
2009-09-01T00:00:00.000Z,0.151820868
2009-10-01T00:00:00.000Z,0.256679028
2009-11-01T00:00:00.000Z,0.357187957
2009-12-01T00:00:00.000Z,0.403680414
2010-01-01T00:00:00.000Z,0.451832891
2010-02-01T00:00:00.000Z,0.460322827
2010-03-01T00:00:00.000Z,0.399004668
2010-04-01T00:00:00.000Z,0.263233036
2010-05-01T00:00:00.000Z,0.259040654
2010-06-01T00:00:00.000Z,0.21476306
2010-07-01T00:00:00.000Z,0.147669077
2010-08-01T00:00:00.000Z,0.178749174
2010-09-01T00:00:00.000Z,0.265684813
2010-10-01T00:00:00.000Z,0.372206777
2010-11-01T00:00:00.000Z,0.492339879
2010-12-01T00:00:00.000Z,0.558395803
2011-01-01T00:00:00.000Z,0.570779383
2011-02-01T00:00:00.000Z,0.545836806
2011-03-01T00:00:00.000Z,0.471664041
2011-04-01T00:00:00.000Z,0.321938574
2011-05-01T00:00:00.000Z,0.339671701
2011-06-01T00:00:00.000Z,0.27180168
2011-07-01T00:00:00.000Z,0.161774233
2011-08-01T00:00:00.000Z,0.13050881
2011-09-01T00:00:00.000Z,0.176794067
2011-10-01T00:00:00.000Z,0.274080098
2011-11-01T00:00:00.000Z,0.3897174
2011-12-01T00:00:00.000Z,0.431439728
2012-01-01T00:00:00.000Z,0.447180271
2012-02-01T00:00:00.000Z,0.462569535
2012-03-01T00:00:00.000Z,0.386194885
2012-04-01T00:00:00.000Z,0.253886461
2012-05-01T00:00:00.000Z,0.215424761
2012-06-01T00:00:00.000Z,0.116687581
2012-07-01T00:00:00.000Z,0.07250423
2012-08-01T00:00:00.000Z,0.091288365
2012-09-01T00:00:00.000Z,0.17864193
2012-10-01T00:00:00.000Z,0.288253397
2012-11-01T00:00:00.000Z,0.375559986
2012-12-01T00:00:00.000Z,0.438805073
2013-01-01T00:00:00.000Z,0.441474229
2013-02-01T00:00:00.000Z,0.437049598
2013-03-01T00:00:00.000Z,0.365382373
2013-04-01T00:00:00.000Z,0.19137001
2013-05-01T00:00:00.000Z,0.093713872
2013-06-01T00:00:00.000Z,0.142700836
2013-07-01T00:00:00.000Z,0.100973487
2013-08-01T00:00:00.000Z,0.08896073
2013-09-01T00:00:00.000Z,0.139375672
2013-10-01T00:00:00.000Z,0.224776238
2013-11-01T00:00:00.000Z,0.315428525
2013-12-01T00:00:00.000Z,0.390222907
2014-01-01T00:00:00.000Z,0.415172994
2014-02-01T00:00:00.000Z,0.428629816
2014-03-01T00:00:00.000Z,0.36012724
2014-04-01T00:00:00.000Z,0.20766212
2014-05-01T00:00:00.000Z,0.198376879
2014-06-01T00:00:00.000Z,0.195790082
2014-07-01T00:00:00.000Z,0.11194849
2014-08-01T00:00:00.000Z,0.085652128
2014-09-01T00:00:00.000Z,0.11567083
2014-10-01T00:00:00.000Z,0.186940953
2014-11-01T00:00:00.000Z,0.266610771
2014-12-01T00:00:00.000Z,0.342328966
2015-01-01T00:00:00.000Z,0.396214068
2015-02-01T00:00:00.000Z,0.431377649
2015-03-01T00:00:00.000Z,0.351495057
2015-04-01T00:00:00.000Z,0.250444531
2015-05-01T00:00:00.000Z,0.333093941
2015-06-01T00:00:00.000Z,0.279174298
2015-07-01T00:00:00.000Z,0.142587647
2015-08-01T00:00:00.000Z,0.071310334
2015-09-01T00:00:00.000Z,0.08117836
2015-10-01T00:00:00.000Z,0.126207381
2015-11-01T00:00:00.000Z,0.206685394
2015-12-01T00:00:00.000Z,0.278810829
2016-01-01T00:00:00.000Z,0.306098521
2016-02-01T00:00:00.000Z,0.32075274
2016-03-01T00:00:00.000Z,0.263797045
2016-04-01T00:00:00.000Z,0.147020027
2016-05-01T00:00:00.000Z,0.129561424
2016-06-01T00:00:00.000Z,0.145023867
2016-07-01T00:00:00.000Z,0.076580077
2016-08-01T00:00:00.000Z,0.067973174
2016-09-01T00:00:00.000Z,0.087758772
2016-10-01T00:00:00.000Z,0.130062431
2016-11-01T00:00:00.000Z,0.209681332
2016-12-01T00:00:00.000Z,0.317141801
2017-01-01T00:00:00.000Z,0.389051139
2017-02-01T00:00:00.000Z,0.426638186
2017-03-01T00:00:00.000Z,0.374165356
2017-04-01T00:00:00.000Z,0.231072113
2017-05-01T00:00:00.000Z,0.217685312
2017-06-01T00:00:00.000Z,0.145111576
2017-07-01T00:00:00.000Z,0.073612362
2017-08-01T00:00:00.000Z,0.057184462
2017-09-01T00:00:00.000Z,0.070758834
2017-10-01T00:00:00.000Z,0.110371791
2017-11-01T00:00:00.000Z,0.190344125
2017-12-01T00:00:00.000Z,0.283928424
2018-01-01T00:00:00.000Z,0.332811773
2018-02-01T00:00:00.000Z,0.346601754
2018-03-01T00:00:00.000Z,0.288590789
2018-04-01T00:00:00.000Z,0.172599971
2018-05-01T00:00:00.000Z,0.09746027
2018-06-01T00:00:00.000Z,0.088198096
2018-07-01T00:00:00.000Z,0.080298312
2018-08-01T00:00:00.000Z,0.079672933
2018-09-01T00:00:00.000Z,0.093640089
2018-10-01T00:00:00.000Z,0.161757797
2018-11-01T00:00:00.000Z,0.213177085
2018-12-01T00:00:00.000Z,0.282104254
2019-01-01T00:00:00.000Z,0.353995085
2019-02-01T00:00:00.000Z,0.376700342
2019-03-01T00:00:00.000Z,0.317768902
2019-04-01T00:00:00.000Z,0.173302159
2019-05-01T00:00:00.000Z,0.094592847
2019-06-01T00:00:00.000Z,0.06220318
2019-07-01T00:00:00.000Z,0.058676135
2019-08-01T00:00:00.000Z,0.07334435
2019-09-01T00:00:00.000Z,0.120515689
2019-10-01T00:00:00.000Z,0.177486897
2019-11-01T00:00:00.000Z,0.233754814
2019-12-01T00:00:00.000Z,0.303566545
2020-01-01T00:00:00.000Z,0.357856721
2020-02-01T00:00:00.000Z,0.378591269
2020-03-01T00:00:00.000Z,0.313633293
2020-04-01T00:00:00.000Z,0.164581075
2020-05-01T00:00:00.000Z,0.089456297
2020-06-01T00:00:00.000Z,0.071691431
2020-07-01T00:00:00.000Z,0.071940713
2020-08-01T00:00:00.000Z,0.099557146
2020-09-01T00:00:00.000Z,0.136374801
2020-10-01T00:00:00.000Z,0.187882423
2020-11-01T00:00:00.000Z,0.25971806
2020-12-01T00:00:00.000Z,0.337171406
2021-01-01T00:00:00.000Z,0.396605939
2021-02-01T00:00:00.000Z,0.424104154
2021-03-01T00:00:00.000Z,0.369538844
2021-04-01T00:00:00.000Z,0.227723926
2021-05-01T00:00:00.000Z,0.121889263
2021-06-01T00:00:00.000Z,0.083140157
2021-07-01T00:00:00.000Z,0.065705761
2021-08-01T00:00:00.000Z,0.080166362
2021-09-01T00:00:00.000Z,0.105787061
2021-10-01T00:00:00.000Z,0.15075548
2021-11-01T00:00:00.000Z,0.215550765
2021-12-01T00:00:00.000Z,0.30315125
2022-01-01T00:00:00.000Z,0.366626859
2022-02-01T00:00:00.000Z,0.398600698
2022-03-01T00:00:00.000Z,0.344588578
2022-04-01T00:00:00.000Z,0.215975836
2022-05-01T00:00:00.000Z,0.123384751
2022-06-01T00:00:00.000Z,0.092455857
2022-07-01T00:00:00.000Z,0.067703389
2022-08-01T00:00:00.000Z,0.065115251
2022-09-01T00:00:00.000Z,0.082053289
2022-10-01T00:00:00.000Z,0.105722144
2022-11-01T00:00:00.000Z,0.151598662
2022-12-01T00:00:00.000Z,0.222116962
2023-01-01T00:00:00.000Z,0.292997122
2023-02-01T00:00:00.000Z,0.352328777
2023-03-01T00:00:00.000Z,0.306024015
2023-04-01T00:00:00.000Z,0.150709227
2023-05-01T00:00:00.000Z,0.137127802
2023-06-01T00:00:00.000Z,0.102108344
2023-07-01T00:00:00.000Z,0.089432336
2023-08-01T00:00:00.000Z,0.08892224
2023-09-01T00:00:00.000Z,0.114446044
2023-10-01T00:00:00.000Z,0.169628292
2023-11-01T00:00:00.000Z,0.234093696
2023-12-01T00:00:00.000Z,0.301197469
2024-01-01T00:00:00.000Z,0.357095748
2024-02-01T00:00:00.000Z,0.389610887
2024-03-01T00:00:00.000Z,0.333578736
2024-04-01T00:00:00.000Z,0.145547673
2024-05-01T00:00:00.000Z,0.156404287
2024-06-01T00:00:00.000Z,0.131792814
2024-07-01T00:00:00.000Z,0.111435495
2024-08-01T00:00:00.000Z,0.105406001
2024-09-01T00:00:00.000Z,0.136370942
2024-10-01T00:00:00.000Z,0.184444398
2024-11-01T00:00:00.000Z,0.265180528
2024-12-01T00:00:00.000Z,0.345310539
