ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,quarter,mesh_size_range
48F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,696,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
48F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,48,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
49F2,DNK,IIA,3B2,TR1,NONE,O15M,2011,8,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
49F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,766,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
49F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,8,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
50F2,DNK,IIA,3B2,TR1,NONE,O15M,2011,146,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
50F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,490,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
50F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
51F1,DNK,IIA,3B2,TR1,NONE,O15M,2011,32,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
51F2,DNK,IIA,3B2,TR1,NONE,O15M,2011,186,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
51F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
52F1,DNK,IIA,3B2,TR1,NONE,O15M,2011,28,4,DNK_OTB_MCD_>=120_0_0_FDF,OTTER,1,>=120
43F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,12,4,DNK_NONE,OTTER,1,100-119
44F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,12,4,DNK_NONE,OTTER,1,100-119
44F5,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_NONE,OTTER,1,100-119
44F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,36,4,DNK_NONE,OTTER,1,100-119
45F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_NONE,OTTER,1,100-119
45F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_NONE,OTTER,1,100-119
46F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,12,4,DNK_NONE,OTTER,1,100-119
37F2,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
39F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
39F5,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
39F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,96,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
40F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
40F5,DNK,IIA,3B2,TR1,NONE,O15M,2011,48,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
40F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
40F7,DNK,IIA,3B2,TR1,NONE,O15M,2011,89,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
41F3,DNK,IIA,3B2,TR1,NONE,O15M,2011,24,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
41F4,DNK,IIA,3B2,TR1,NONE,O15M,2011,72,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
41F5,DNK,IIA,3B2,TR1,NONE,O15M,2011,72,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
41F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,143,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
42F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,114,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
42F7,DNK,IIA,3B2,TR1,NONE,O15M,2011,117,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
43F6,DNK,IIA,3B2,TR1,NONE,O15M,2011,66,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
43F7,DNK,IIA,3B2,TR1,NONE,O15M,2011,262,4,DNK_OTB_MCD_>=120_0_0,OTTER,1,100-119
33F2,DNK,IIA,3B2,TR3,NONE,O15M,2011,48,4,DNK_PTM_SPF_16-31_0_0,OTTER,1,16-31
33F3,DNK,IIA,3B2,TR3,NONE,O15M,2011,48,4,DNK_PTM_SPF_16-31_0_0,OTTER,1,16-31
34F2,DNK,IIA,3B2,TR3,NONE,O15M,2011,96,4,DNK_PTM_SPF_16-31_0_0,OTTER,1,16-31
34F3,DNK,IIA,3B2,TR3,NONE,O15M,2011,24,4,DNK_PTM_SPF_16-31_0_0,OTTER,1,16-31
41F5,DNK,IIA,3B2,TR3,NONE,O15M,2011,48,4,DNK_PTM_SPF_16-31_0_0,OTTER,1,16-31
43F7,DNK,IIA,3B2,OTTER,NONE,O15M,2011,60,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
44F5,DNK,IIA,3B2,OTTER,NONE,O15M,2011,276,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
44F6,DNK,IIA,3B2,OTTER,NONE,O15M,2011,943,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
44F7,DNK,IIA,3B2,OTTER,NONE,O15M,2011,1152,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
45F4,DNK,IIA,3B2,OTTER,NONE,O15M,2011,1104,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
45F5,DNK,IIA,3B2,OTTER,NONE,O15M,2011,672,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
45F6,DNK,IIA,3B2,OTTER,NONE,O15M,2011,12,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
46F3,DNK,IIA,3B2,OTTER,NONE,O15M,2011,84,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
48F5,DNK,IIA,3B2,OTTER,NONE,O15M,2011,12,4,DNK_OTB_CRU_32-69_0_0,OTTER,1,32-54
42F0,DNK,IIA,3B2,OTTER,NONE,O15M,2011,24,4,DNK_OTB_SPF_32-69_0_0,OTTER,1,32-54
47F0,DNK,IIA,3B2,OTTER,NONE,O15M,2011,48,4,DNK_OTB_SPF_32-69_0_0,OTTER,1,32-54
48F0,DNK,IIA,3B2,OTTER,NONE,O15M,2011,48,4,DNK_OTB_SPF_32-69_0_0,OTTER,1,32-54
48F1,DNK,IIA,3B2,OTTER,NONE,O15M,2011,24,4,DNK_OTB_SPF_32-69_0_0,OTTER,1,32-54
46F0,DNK,IIA,3B2,TR2,NONE,O15M,2011,24,4,DNK_OTB_MCD_70-99_0_0,OTTER,1,80-89
46F1,DNK,IIA,3B2,TR2,NONE,O15M,2011,24,4,DNK_OTB_MCD_70-99_0_0,OTTER,1,80-89
47F0,DNK,IIA,3B2,TR2,NONE,O15M,2011,384,4,DNK_OTB_MCD_70-99_0_0,OTTER,1,80-89
48F0,DNK,IIA,3B2,TR2,NONE,O15M,2011,288,4,DNK_OTB_MCD_70-99_0_0,OTTER,1,80-89
48F1,DNK,IIA,3B2,TR2,NONE,O15M,2011,12,4,DNK_OTB_MCD_70-99_0_0,OTTER,1,80-89
49F1,SCO,IIA,3B2,TR1,CPART13B,O15M,2011,40,4,NONE,OTTER,1,100-119
50F1,SCO,IIA,3B2,TR1,CPART13B,O15M,2011,40,4,NONE,OTTER,1,100-119
51F0,SCO,IIA,3B2,TR1,CPART13B,O15M,2011,80,4,NONE,OTTER,1,100-119
38E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,80-89
39E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,60,4,NONE,OTTER,1,80-89
39E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,48,4,NONE,OTTER,1,80-89
40E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,432,4,NONE,OTTER,1,80-89
40E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,48,4,NONE,OTTER,1,80-89
41E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,2172,4,NONE,OTTER,1,80-89
41E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,80-89
42E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,80-89
44E6,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,120,4,NONE,OTTER,1,80-89
44E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1594,4,NONE,OTTER,1,80-89
44E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,327,4,NONE,OTTER,1,80-89
44E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,505,4,NONE,OTTER,1,80-89
44F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1630,4,NONE,OTTER,1,80-89
44F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,298,4,NONE,OTTER,1,80-89
45E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,141,4,NONE,OTTER,1,80-89
45E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1353,4,NONE,OTTER,1,80-89
45E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1325,4,NONE,OTTER,1,80-89
45F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1935,4,NONE,OTTER,1,80-89
45F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,652,4,NONE,OTTER,1,80-89
46E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,654,4,NONE,OTTER,1,80-89
46E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,3413,4,NONE,OTTER,1,80-89
46F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,2606,4,NONE,OTTER,1,80-89
46F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1039,4,NONE,OTTER,1,80-89
47E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,72,4,NONE,OTTER,1,80-89
47E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,27,4,NONE,OTTER,1,80-89
47E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,5733,4,NONE,OTTER,1,80-89
47F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,14014,4,NONE,OTTER,1,80-89
47F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,864,4,NONE,OTTER,1,80-89
47F2,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,96,4,NONE,OTTER,1,80-89
48E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,210,4,NONE,OTTER,1,80-89
48E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1651,4,NONE,OTTER,1,80-89
48F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,5964,4,NONE,OTTER,1,80-89
48F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,27,4,NONE,OTTER,1,80-89
49E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,362,4,NONE,OTTER,1,80-89
49F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,291,4,NONE,OTTER,1,80-89
49F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,57,4,NONE,OTTER,1,80-89
50E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,80-89
37E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,201,4,NONE,OTTER,1,90-99
38E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,3276,4,NONE,OTTER,1,90-99
38E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,432,4,NONE,OTTER,1,90-99
39E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,3325,4,NONE,OTTER,1,90-99
39E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,3846,4,NONE,OTTER,1,90-99
39F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,36,4,NONE,OTTER,1,90-99
39F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,90-99
40E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,240,4,NONE,OTTER,1,90-99
40E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1064,4,NONE,OTTER,1,90-99
40E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,88,4,NONE,OTTER,1,90-99
40F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,149,4,NONE,OTTER,1,90-99
41E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,569,4,NONE,OTTER,1,90-99
41E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,120,4,NONE,OTTER,1,90-99
41E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,62,4,NONE,OTTER,1,90-99
41F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,253,4,NONE,OTTER,1,90-99
42E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,72,4,NONE,OTTER,1,90-99
42F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,933,4,NONE,OTTER,1,90-99
42F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,96,4,NONE,OTTER,1,90-99
43F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,90-99
43F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,48,4,NONE,OTTER,1,90-99
44E7,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,90-99
44F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,29,4,NONE,OTTER,1,90-99
45E8,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,26,4,NONE,OTTER,1,90-99
45E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,24,4,NONE,OTTER,1,90-99
46F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,55,4,NONE,OTTER,1,90-99
46F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,29,4,NONE,OTTER,1,90-99
47E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,394,4,NONE,OTTER,1,90-99
47F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,3009,4,NONE,OTTER,1,90-99
47F1,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,120,4,NONE,OTTER,1,90-99
48E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,392,4,NONE,OTTER,1,90-99
48F0,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,1161,4,NONE,OTTER,1,90-99
50E9,SCO,IIA,3B2,TR2,CPART13B,O15M,2011,51,4,NONE,OTTER,1,90-99
33F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,72,4,NONE,OTTER,1,>=120
34F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,36,4,NONE,OTTER,1,>=120
35F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,157,4,NONE,OTTER,1,>=120
36F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,132,4,NONE,OTTER,1,>=120
36F2,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,34,4,NONE,OTTER,1,>=120
36F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,34,4,NONE,OTTER,1,>=120
37E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,304,4,NONE,OTTER,1,>=120
37F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,80,4,NONE,OTTER,1,>=120
37F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,34,4,NONE,OTTER,1,>=120
38E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,24,4,NONE,OTTER,1,>=120
38E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,713,4,NONE,OTTER,1,>=120
38F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,77,4,NONE,OTTER,1,>=120
39E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,32,4,NONE,OTTER,1,>=120
41F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,160,4,NONE,OTTER,1,>=120
43E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,66,4,NONE,OTTER,1,>=120
44E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,34,4,NONE,OTTER,1,>=120
44E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,42,4,NONE,OTTER,1,>=120
45F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,24,4,NONE,OTTER,1,>=120
45F2,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,40,4,NONE,OTTER,1,>=120
45F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,17,4,NONE,OTTER,1,>=120
46E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,66,4,NONE,OTTER,1,>=120
46E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,176,4,NONE,OTTER,1,>=120
46F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,30,4,NONE,OTTER,1,>=120
46F2,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,38,4,NONE,OTTER,1,>=120
46F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,23,4,NONE,OTTER,1,>=120
47E6,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,122,4,NONE,OTTER,1,>=120
47E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,638,4,NONE,OTTER,1,>=120
47E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,210,4,NONE,OTTER,1,>=120
47F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,72,4,NONE,OTTER,1,>=120
47F2,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,286,4,NONE,OTTER,1,>=120
47F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,451,4,NONE,OTTER,1,>=120
48E6,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,64,4,NONE,OTTER,1,>=120
48F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,29,4,NONE,OTTER,1,>=120
48F2,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,103,4,NONE,OTTER,1,>=120
48F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,109,4,NONE,OTTER,1,>=120
49E7,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,30,4,NONE,OTTER,1,>=120
49F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,29,4,NONE,OTTER,1,>=120
49F2,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,54,4,NONE,OTTER,1,>=120
49F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,178,4,NONE,OTTER,1,>=120
50F3,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,22,4,NONE,OTTER,1,>=120
38E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,48,4,NONE,OTTER,1,100-119
38E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,768,4,NONE,OTTER,1,100-119
40F4,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,40,4,NONE,OTTER,1,100-119
45E8,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,40,4,NONE,OTTER,1,100-119
45F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,29,4,NONE,OTTER,1,100-119
46F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,107,4,NONE,OTTER,1,100-119
47E6,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,136,4,NONE,OTTER,1,100-119
47E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,549,4,NONE,OTTER,1,100-119
47F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,668,4,NONE,OTTER,1,100-119
47F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,64,4,NONE,OTTER,1,100-119
48E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,114,4,NONE,OTTER,1,100-119
48F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,293,4,NONE,OTTER,1,100-119
49E9,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,48,4,NONE,OTTER,1,100-119
49F0,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,72,4,NONE,OTTER,1,100-119
49F1,ENG,IIA,3B2,TR1,CPART13C,O15M,2011,24,4,NONE,OTTER,1,100-119
38E8,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,2688,4,NONE,OTTER,1,80-89
38E9,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,224,4,NONE,OTTER,1,80-89
38F0,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,64,4,NONE,OTTER,1,80-89
39E8,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,576,4,NONE,OTTER,1,80-89
39F0,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,96,4,NONE,OTTER,1,80-89
46F0,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,84,4,NONE,OTTER,1,80-89
47E9,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,84,4,NONE,OTTER,1,80-89
47F0,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,144,4,NONE,OTTER,1,80-89
38E8,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,24,4,NONE,OTTER,1,90-99
38E9,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,2268,4,NONE,OTTER,1,90-99
38F0,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,228,4,NONE,OTTER,1,90-99
39E8,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,144,4,NONE,OTTER,1,90-99
39F5,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,72,4,NONE,OTTER,1,90-99
40F5,ENG,IIA,3B2,TR2,CPART13C,O15M,2011,36,4,NONE,OTTER,1,90-99
39E9,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,72,4,NONE,OTTER,1,80-89
44E7,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,84,4,NONE,OTTER,1,80-89
44E8,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,48,4,NONE,OTTER,1,80-89
44E9,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,155,4,NONE,OTTER,1,80-89
45E9,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,25,4,NONE,OTTER,1,80-89
45F0,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,53,4,NONE,OTTER,1,80-89
46E9,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,84,4,NONE,OTTER,1,80-89
46F0,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,56,4,NONE,OTTER,1,80-89
47F0,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,403,4,NONE,OTTER,1,80-89
38E9,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,216,4,NONE,OTTER,1,90-99
39E9,NIR,IIA,3B2,TR2,CPART13C,O15M,2011,144,4,NONE,OTTER,1,90-99
53E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,15,2 EU,DEEP,OTTER,1,>=120
46E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,70,4,DEEP,OTTER,1,>=120
48E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,270,4,DEEP,OTTER,1,>=120
48E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,71,4,DEEP,OTTER,1,>=120
48E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,36,4,DEEP,OTTER,1,>=120
48E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,43,4,DEEP,OTTER,1,>=120
49E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,1405,4,DEEP,OTTER,1,>=120
49E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,375,4,DEEP,OTTER,1,>=120
49E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,15,4,DEEP,OTTER,1,>=120
49E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,15,4,DEEP,OTTER,1,>=120
50E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,150,4,DEEP,OTTER,1,>=120
50E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,339,4,DEEP,OTTER,1,>=120
50E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,134,4,DEEP,OTTER,1,>=120
51E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,59,4,DEEP,OTTER,1,>=120
52E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,88,4,DEEP,OTTER,1,>=120
38E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,192,4,NONE,OTTER,1,>=120
42E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,171,4,NONE,OTTER,1,>=120
42F0,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,48,4,NONE,OTTER,1,>=120
42F6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,176,4,NONE,OTTER,1,>=120
43E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,74,4,NONE,OTTER,1,>=120
43E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,1520,4,NONE,OTTER,1,>=120
43F3,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,30,4,NONE,OTTER,1,>=120
43F4,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,61,4,NONE,OTTER,1,>=120
43F5,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,198,4,NONE,OTTER,1,>=120
43F6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,64,4,NONE,OTTER,1,>=120
43F7,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,48,4,NONE,OTTER,1,>=120
44E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,84,4,NONE,OTTER,1,>=120
44E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,279,4,NONE,OTTER,1,>=120
44E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,654,4,NONE,OTTER,1,>=120
44F0,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,228,4,NONE,OTTER,1,>=120
44F2,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,27,4,NONE,OTTER,1,>=120
44F3,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,175,4,NONE,OTTER,1,>=120
44F4,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,408,4,NONE,OTTER,1,>=120
44F5,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,341,4,NONE,OTTER,1,>=120
45E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,78,4,NONE,OTTER,1,>=120
45E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,687,4,NONE,OTTER,1,>=120
45E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,105,4,NONE,OTTER,1,>=120
45F1,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,72,4,NONE,OTTER,1,>=120
45F2,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,543,4,NONE,OTTER,1,>=120
45F3,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,1071,4,NONE,OTTER,1,>=120
45F4,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,381,4,NONE,OTTER,1,>=120
46E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2011,825,4,NONE,OTTER,1,>=120
