ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,mesh_size_range,quarter
39F3,ENG,IIA,3B2,BT1,CPART13B,O15M,2014,137,4,NONE,BEAM,>=120,1
39F4,ENG,IIA,3B2,BT1,CPART13B,O15M,2014,40,4,NONE,BEAM,>=120,1
40F4,ENG,IIA,3B2,BT1,CPART13B,O15M,2014,40,4,NONE,BEAM,>=120,1
40F5,ENG,IIA,3B2,BT1,CPART13B,O15M,2014,76,4,NONE,BEAM,>=120,1
41F5,ENG,IIA,3B2,BT1,CPART13B,O15M,2014,36,4,NONE,BEAM,>=120,1
38F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,70,4,NONE,BEAM,100-119,1
38F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,30,4,NONE,BEAM,100-119,1
39F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,150,4,NONE,BEAM,100-119,1
39F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,432,4,NONE,BEAM,100-119,1
40F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,214,4,NONE,BEAM,100-119,1
40F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,94,4,NONE,BEAM,100-119,1
31F1,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,71,4,NONE,BEAM,80-89,1
32F1,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,118,4,NONE,BEAM,80-89,1
32F2,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,1400,4,NONE,BEAM,80-89,1
32F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,96,4,NONE,BEAM,80-89,1
33F1,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,27,4,NONE,BEAM,80-89,1
33F2,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,484,4,NONE,BEAM,80-89,1
33F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,123,4,NONE,BEAM,80-89,1
34F2,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,107,4,NONE,BEAM,80-89,1
34F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,39,4,NONE,BEAM,80-89,1
34F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,18,4,NONE,BEAM,80-89,1
35F1,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,144,4,NONE,BEAM,80-89,1
35F2,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,229,4,NONE,BEAM,80-89,1
35F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,90,4,NONE,BEAM,80-89,1
36F1,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,149,4,NONE,BEAM,80-89,1
36F2,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,108,4,NONE,BEAM,80-89,1
36F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,130,4,NONE,BEAM,80-89,1
36F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,389,4,NONE,BEAM,80-89,1
36F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,125,4,NONE,BEAM,80-89,1
37F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,159,4,NONE,BEAM,80-89,1
37F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,426,4,NONE,BEAM,80-89,1
37F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,1383,4,NONE,BEAM,80-89,1
37F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,275,4,NONE,BEAM,80-89,1
38F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,498,4,NONE,BEAM,80-89,1
38F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,709,4,NONE,BEAM,80-89,1
38F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,727,4,NONE,BEAM,80-89,1
39F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,370,4,NONE,BEAM,80-89,1
39F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,329,4,NONE,BEAM,80-89,1
39F7,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,15,4,NONE,BEAM,80-89,1
40F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,202,4,NONE,BEAM,80-89,1
40F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,1792,4,NONE,BEAM,80-89,1
40F7,ENG,IIA,3B2,BT2,CPART13B,O15M,2014,15,4,NONE,BEAM,80-89,1
31F2,BEL,IIA,3B2,BEAM,NONE,O15M,2014,1245,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
31F3,BEL,IIA,3B2,BEAM,NONE,O15M,2014,72,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
33F1,BEL,IIA,3B2,BEAM,NONE,O15M,2014,26,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
33F4,BEL,IIA,3B2,BEAM,NONE,O15M,2014,94,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
34F4,BEL,IIA,3B2,BEAM,NONE,O15M,2014,96,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
36F4,BEL,IIA,3B2,BEAM,NONE,O15M,2014,24,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
36F5,BEL,IIA,3B2,BEAM,NONE,O15M,2014,89,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
38F7,BEL,IIA,3B2,BEAM,NONE,O15M,2014,30,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F7,BEL,IIA,3B2,BEAM,NONE,O15M,2014,112,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
31F1,BEL,IIA,3B2,BT2,NONE,O15M,2014,224,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
31F2,BEL,IIA,3B2,BT2,NONE,O15M,2014,2289,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
31F3,BEL,IIA,3B2,BT2,NONE,O15M,2014,20,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
32F1,BEL,IIA,3B2,BT2,NONE,O15M,2014,560,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
32F2,BEL,IIA,3B2,BT2,NONE,O15M,2014,1013,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
33F1,BEL,IIA,3B2,BT2,NONE,O15M,2014,524,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
33F2,BEL,IIA,3B2,BT2,NONE,O15M,2014,446,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
34F2,BEL,IIA,3B2,BT2,NONE,O15M,2014,80,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
35F2,BEL,IIA,3B2,BT2,NONE,O15M,2014,28,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
36F3,BEL,IIA,3B2,BT2,NONE,O15M,2014,6,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
37F2,BEL,IIA,3B2,BT2,NONE,O15M,2014,83,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
38E9,BEL,IIA,3B2,BT2,NONE,O15M,2014,20,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
34F4,DEU,IIA,3B2,BEAM,NONE,O15M,2014,206,4,NONE,BEAM,16-31,1
35F4,DEU,IIA,3B2,BEAM,NONE,O15M,2014,273,4,NONE,BEAM,16-31,1
35F5,DEU,IIA,3B2,BEAM,NONE,O15M,2014,185,4,NONE,BEAM,16-31,1
