ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,mesh_size_range,quarter
39F6,DNK,IIA,3B2,BT1,NONE,O15M,2012,22,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
40F6,DNK,IIA,3B2,BT1,NONE,O15M,2012,66,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
41F7,DNK,IIA,3B2,BT1,NONE,O15M,2012,17,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F4,DNK,IIA,3B2,BT1,NONE,O15M,2012,12,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F5,DNK,IIA,3B2,BT1,NONE,O15M,2012,31,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F6,DNK,IIA,3B2,BT1,NONE,O15M,2012,61,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F7,DNK,IIA,3B2,BT1,NONE,O15M,2012,215,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F8,DNK,IIA,3B2,BT1,NONE,O15M,2012,38,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F5,DNK,IIA,3B2,BT1,NONE,O15M,2012,53,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F6,DNK,IIA,3B2,BT1,NONE,O15M,2012,314,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F7,DNK,IIA,3B2,BT1,NONE,O15M,2012,725,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F8,DNK,IIA,3B2,BT1,NONE,O15M,2012,292,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
38F7,DNK,IIA,3B2,BEAM,NONE,O15M,2012,776,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
38F8,DNK,IIA,3B2,BEAM,NONE,O15M,2012,53,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F7,DNK,IIA,3B2,BEAM,NONE,O15M,2012,1045,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F8,DNK,IIA,3B2,BEAM,NONE,O15M,2012,5136,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
40F7,DNK,IIA,3B2,BEAM,NONE,O15M,2012,336,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
40F8,DNK,IIA,3B2,BEAM,NONE,O15M,2012,397,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
41F8,DNK,IIA,3B2,BEAM,NONE,O15M,2012,26,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
42F8,DNK,IIA,3B2,BEAM,NONE,O15M,2012,22,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F3,ENG,IIA,3B2,BT1,NONE,O15M,2012,30,4,NONE,BEAM,>=120,1
39F4,ENG,IIA,3B2,BT1,NONE,O15M,2012,29,4,NONE,BEAM,>=120,1
40F3,ENG,IIA,3B2,BT1,NONE,O15M,2012,30,4,NONE,BEAM,>=120,1
40F4,ENG,IIA,3B2,BT1,NONE,O15M,2012,116,4,NONE,BEAM,>=120,1
40F5,ENG,IIA,3B2,BT1,NONE,O15M,2012,59,4,NONE,BEAM,>=120,1
40F4,ENG,IIA,3B2,BT2,NONE,O15M,2012,60,4,NONE,BEAM,100-119,1
40F5,ENG,IIA,3B2,BT2,NONE,O15M,2012,60,4,NONE,BEAM,100-119,1
35F0,ENG,IIA,3B2,BEAM,NONE,O15M,2012,336,4,NONE,BEAM,16-31,1
33F3,ENG,IIA,3B2,BT2,NONE,O15M,2012,48,4,NONE,BEAM,80-89,1
37F4,ENG,IIA,3B2,BT2,NONE,O15M,2012,96,4,NONE,BEAM,80-89,1
38F5,ENG,IIA,3B2,BT2,NONE,O15M,2012,385,4,NONE,BEAM,80-89,1
38F6,ENG,IIA,3B2,BT2,NONE,O15M,2012,101,4,NONE,BEAM,80-89,1
39F5,ENG,IIA,3B2,BT2,NONE,O15M,2012,30,4,NONE,BEAM,80-89,1
39F6,ENG,IIA,3B2,BT2,NONE,O15M,2012,60,4,NONE,BEAM,80-89,1
40F6,ENG,IIA,3B2,BT2,NONE,O15M,2012,72,4,NONE,BEAM,80-89,1
31F1,FRA,IIA,3B2,BT2,NONE,O15M,2012,2,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
31F2,FRA,IIA,3B2,BT2,NONE,O15M,2012,22,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2012,13,4,SHR,BEAM,<16,1
38F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,127,4,SHR,BEAM,<16,1
38F8,NLD,IIA,3B2,BEAM,NONE,O15M,2012,20,4,SHR,BEAM,<16,1
39F3,NLD,IIA,3B2,BT1,NONE,O15M,2012,23,4,FLAT,BEAM,>=120,1
39F4,NLD,IIA,3B2,BT1,NONE,O15M,2012,43,4,FLAT,BEAM,>=120,1
40F4,NLD,IIA,3B2,BT1,NONE,O15M,2012,128,4,FLAT,BEAM,>=120,1
40F5,NLD,IIA,3B2,BT1,NONE,O15M,2012,116,4,FLAT,BEAM,>=120,1
41F5,NLD,IIA,3B2,BT1,NONE,O15M,2012,43,4,FLAT,BEAM,>=120,1
41F6,NLD,IIA,3B2,BT1,NONE,O15M,2012,1,4,FLAT,BEAM,>=120,1
31F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,2,4,FLAT,BEAM,100-119,1
32F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,91,4,FLAT,BEAM,100-119,1
32F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,27,4,FLAT,BEAM,100-119,1
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,7,4,FLAT,BEAM,100-119,1
33F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,129,4,FLAT,BEAM,100-119,1
37F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,40,4,FLAT,BEAM,100-119,1
38F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,16,4,FLAT,BEAM,100-119,1
38F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,20,4,FLAT,BEAM,100-119,1
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,72,4,FLAT,BEAM,100-119,1
39F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,24,4,FLAT,BEAM,100-119,1
39F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,309,4,FLAT,BEAM,100-119,1
39F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,472,4,FLAT,BEAM,100-119,1
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,20,4,FLAT,BEAM,100-119,1
40F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,43,4,FLAT,BEAM,100-119,1
40F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,383,4,FLAT,BEAM,100-119,1
40F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,12,4,FLAT,BEAM,100-119,1
40F6,NLD,IIA,3B2,BT2,NONE,O15M,2012,33,4,FLAT,BEAM,100-119,1
31F3,NLD,IIA,3B2,BEAM,NONE,O15M,2012,72,4,SHR,BEAM,16-31,1
32F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,97,4,SHR,BEAM,16-31,1
32F3,NLD,IIA,3B2,BEAM,NONE,O15M,2012,447,4,SHR,BEAM,16-31,1
32F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,34,4,SHR,BEAM,16-31,1
33F3,NLD,IIA,3B2,BEAM,NONE,O15M,2012,86,4,SHR,BEAM,16-31,1
33F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,556,4,SHR,BEAM,16-31,1
34F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,1660,4,SHR,BEAM,16-31,1
34F5,NLD,IIA,3B2,BEAM,NONE,O15M,2012,89,4,SHR,BEAM,16-31,1
35F1,NLD,IIA,3B2,BEAM,NONE,O15M,2012,24,4,SHR,BEAM,16-31,1
35F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,159,4,SHR,BEAM,16-31,1
35F3,NLD,IIA,3B2,BEAM,NONE,O15M,2012,161,4,SHR,BEAM,16-31,1
35F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,9860,4,SHR,BEAM,16-31,1
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2012,8472,4,SHR,BEAM,16-31,1
35F6,NLD,IIA,3B2,BEAM,NONE,O15M,2012,385,4,SHR,BEAM,16-31,1
35F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,92,4,SHR,BEAM,16-31,1
36F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,11,4,SHR,BEAM,16-31,1
36F3,NLD,IIA,3B2,BEAM,NONE,O15M,2012,26,4,SHR,BEAM,16-31,1
36F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,33,4,SHR,BEAM,16-31,1
36F5,NLD,IIA,3B2,BEAM,NONE,O15M,2012,2975,4,SHR,BEAM,16-31,1
36F6,NLD,IIA,3B2,BEAM,NONE,O15M,2012,2027,4,SHR,BEAM,16-31,1
36F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,612,4,SHR,BEAM,16-31,1
36F8,NLD,IIA,3B2,BEAM,NONE,O15M,2012,2,4,SHR,BEAM,16-31,1
37F1,NLD,IIA,3B2,BEAM,NONE,O15M,2012,115,4,SHR,BEAM,16-31,1
37F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,13,4,SHR,BEAM,16-31,1
37F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,34,4,SHR,BEAM,16-31,1
37F5,NLD,IIA,3B2,BEAM,NONE,O15M,2012,51,4,SHR,BEAM,16-31,1
37F6,NLD,IIA,3B2,BEAM,NONE,O15M,2012,156,4,SHR,BEAM,16-31,1
37F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,6989,4,SHR,BEAM,16-31,1
37F8,NLD,IIA,3B2,BEAM,NONE,O15M,2012,1409,4,SHR,BEAM,16-31,1
38F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,60,4,SHR,BEAM,16-31,1
38F4,NLD,IIA,3B2,BEAM,NONE,O15M,2012,12,4,SHR,BEAM,16-31,1
38F6,NLD,IIA,3B2,BEAM,NONE,O15M,2012,383,4,SHR,BEAM,16-31,1
38F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,11551,4,SHR,BEAM,16-31,1
38F8,NLD,IIA,3B2,BEAM,NONE,O15M,2012,671,4,SHR,BEAM,16-31,1
39F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,8,4,SHR,BEAM,16-31,1
39F3,NLD,IIA,3B2,BEAM,NONE,O15M,2012,55,4,SHR,BEAM,16-31,1
39F5,NLD,IIA,3B2,BEAM,NONE,O15M,2012,7,4,SHR,BEAM,16-31,1
39F6,NLD,IIA,3B2,BEAM,NONE,O15M,2012,64,4,SHR,BEAM,16-31,1
39F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,534,4,SHR,BEAM,16-31,1
39F8,NLD,IIA,3B2,BEAM,NONE,O15M,2012,14,4,SHR,BEAM,16-31,1
40F2,NLD,IIA,3B2,BEAM,NONE,O15M,2012,2,4,SHR,BEAM,16-31,1
40F7,NLD,IIA,3B2,BEAM,NONE,O15M,2012,10,4,SHR,BEAM,16-31,1
31F1,NLD,IIA,3B2,BT2,NONE,O15M,2012,590,4,FLAT,BEAM,80-89,1
31F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,5153,4,FLAT,BEAM,80-89,1
31F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,36,4,FLAT,BEAM,80-89,1
31F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,60,4,FLAT,BEAM,80-89,1
32F1,NLD,IIA,3B2,BT2,NONE,O15M,2012,1034,4,FLAT,BEAM,80-89,1
32F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,9975,4,FLAT,BEAM,80-89,1
32F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,3687,4,FLAT,BEAM,80-89,1
32F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,102,4,FLAT,BEAM,80-89,1
33F1,NLD,IIA,3B2,BT2,NONE,O15M,2012,10,4,FLAT,BEAM,80-89,1
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,4534,4,FLAT,BEAM,80-89,1
33F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,5265,4,FLAT,BEAM,80-89,1
33F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,607,4,FLAT,BEAM,80-89,1
34F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,3021,4,FLAT,BEAM,80-89,1
34F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,4804,4,FLAT,BEAM,80-89,1
34F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,1834,4,FLAT,BEAM,80-89,1
34F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,2,4,FLAT,BEAM,80-89,1
35F1,NLD,IIA,3B2,BT2,NONE,O15M,2012,881,4,FLAT,BEAM,80-89,1
35F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,906,4,FLAT,BEAM,80-89,1
35F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,1354,4,FLAT,BEAM,80-89,1
35F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,1865,4,FLAT,BEAM,80-89,1
35F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,61,4,FLAT,BEAM,80-89,1
35F7,NLD,IIA,3B2,BT2,NONE,O15M,2012,16,4,FLAT,BEAM,80-89,1
36F1,NLD,IIA,3B2,BT2,NONE,O15M,2012,209,4,FLAT,BEAM,80-89,1
36F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,1007,4,FLAT,BEAM,80-89,1
36F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,1450,4,FLAT,BEAM,80-89,1
36F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,3273,4,FLAT,BEAM,80-89,1
36F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,544,4,FLAT,BEAM,80-89,1
36F6,NLD,IIA,3B2,BT2,NONE,O15M,2012,162,4,FLAT,BEAM,80-89,1
37F0,NLD,IIA,3B2,BT2,NONE,O15M,2012,77,4,FLAT,BEAM,80-89,1
37F1,NLD,IIA,3B2,BT2,NONE,O15M,2012,381,4,FLAT,BEAM,80-89,1
37F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,398,4,FLAT,BEAM,80-89,1
37F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,504,4,FLAT,BEAM,80-89,1
37F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,970,4,FLAT,BEAM,80-89,1
37F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,2441,4,FLAT,BEAM,80-89,1
37F6,NLD,IIA,3B2,BT2,NONE,O15M,2012,1589,4,FLAT,BEAM,80-89,1
37F7,NLD,IIA,3B2,BT2,NONE,O15M,2012,94,4,FLAT,BEAM,80-89,1
38F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,46,4,FLAT,BEAM,80-89,1
38F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,36,4,FLAT,BEAM,80-89,1
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,107,4,FLAT,BEAM,80-89,1
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,1586,4,FLAT,BEAM,80-89,1
38F6,NLD,IIA,3B2,BT2,NONE,O15M,2012,1512,4,FLAT,BEAM,80-89,1
38F7,NLD,IIA,3B2,BT2,NONE,O15M,2012,44,4,FLAT,BEAM,80-89,1
39F2,NLD,IIA,3B2,BT2,NONE,O15M,2012,12,4,FLAT,BEAM,80-89,1
39F3,NLD,IIA,3B2,BT2,NONE,O15M,2012,15,4,FLAT,BEAM,80-89,1
39F4,NLD,IIA,3B2,BT2,NONE,O15M,2012,43,4,FLAT,BEAM,80-89,1
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2012,48,4,FLAT,BEAM,80-89,1
39F6,NLD,IIA,3B2,BT2,NONE,O15M,2012,232,4,FLAT,BEAM,80-89,1
42F8,DNK,IIA,3B2,DREDGE,NONE,U10M,2012,494,4,NONE,DREDGE,NONE,1
31F0,ENG,IIA,3B2,DREDGE,NONE,U10M,2012,48,4,NONE,DREDGE,<16,1
31F1,ENG,IIA,3B2,DREDGE,NONE,U10M,2012,1560,4,NONE,DREDGE,<16,1
35F0,ENG,IIA,3B2,DREDGE,NONE,U10M,2012,336,4,NONE,DREDGE,<16,1
37E9,ENG,IIA,3B2,DREDGE,NONE,U10M,2012,48,4,NONE,DREDGE,<16,1
39E8,ENG,IIA,3B2,DREDGE,NONE,U10M,2012,24,4,NONE,DREDGE,<16,1
40E8,ENG,IIA,3B2,DREDGE,NONE,U10M,2012,24,4,NONE,DREDGE,<16,1
41E7,SCO,IIA,3B2,DREDGE,NONE,U10M,2012,840,4,NONE,DREDGE,<16,1
47E6,SCO,IIA,3B2,DREDGE,NONE,U10M,2012,624,4,NONE,DREDGE,<16,1
