ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,quarter,mesh_size_range
31F0,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,192,4,NONE,DREDGE,4,<16
31F1,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,168,4,NONE,DREDGE,4,<16
32F0,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,684,4,NONE,DREDGE,4,<16
32F1,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,324,4,NONE,DREDGE,4,<16
37E9,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,624,4,NONE,DREDGE,4,<16
37F0,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,1248,4,NONE,DREDGE,4,<16
38E9,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,125,4,NONE,DREDGE,4,<16
34F0,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,156,4,NONE,DREDGE,4,100-119
37E9,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,984,4,NONE,DREDGE,4,100-119
38E9,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,331,4,NONE,DREDGE,4,100-119
32F0,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,432,4,NONE,DREDGE,4,16-31
37F0,ENG,IIA,3B2,DREDGE,NONE,O10T15M,2015,288,4,NONE,DREDGE,4,16-31
37E9,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,922,4,NONE,DREDGE,4,<16
37F0,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,326,4,NONE,DREDGE,4,<16
42E7,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,552,4,NONE,DREDGE,4,<16
45E6,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,336,4,NONE,DREDGE,4,<16
46E7,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,276,4,NONE,DREDGE,4,<16
47E7,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,492,4,NONE,DREDGE,4,<16
49E8,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,3408,4,NONE,DREDGE,4,<16
49E9,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,984,4,NONE,DREDGE,4,<16
50E8,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,768,4,NONE,DREDGE,4,<16
50E9,SCO,IIA,3B2,DREDGE,NONE,O10T15M,2015,48,4,NONE,DREDGE,4,<16
43F4,DNK,IIA,3B2,BT1,NONE,O15M,2015,547,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
43F5,DNK,IIA,3B2,BT1,NONE,O15M,2015,407,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
43F6,DNK,IIA,3B2,BT1,NONE,O15M,2015,162,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
43F7,DNK,IIA,3B2,BT1,NONE,O15M,2015,155,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
43F8,DNK,IIA,3B2,BT1,NONE,O15M,2015,102,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
44F4,DNK,IIA,3B2,BT1,NONE,O15M,2015,36,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
44F6,DNK,IIA,3B2,BT1,NONE,O15M,2015,11,4,TBB_DEF_>=120_0_0,BEAM,3,>=120
38F8,DNK,IIA,3B2,BEAM,NONE,O15M,2015,210,4,TBB_CRU_16-31_0_0,BEAM,3,16-31
39F8,DNK,IIA,3B2,BEAM,NONE,O15M,2015,13206,4,TBB_CRU_16-31_0_0,BEAM,3,16-31
40F8,DNK,IIA,3B2,BEAM,NONE,O15M,2015,1954,4,TBB_CRU_16-31_0_0,BEAM,3,16-31
41F8,DNK,IIA,3B2,BEAM,NONE,O15M,2015,89,4,TBB_CRU_16-31_0_0,BEAM,3,16-31
34F0,ENG,IIA,3B2,BEAM,NONE,O15M,2015,264,4,NONE,BEAM,3,16-31
35F0,ENG,IIA,3B2,BEAM,NONE,O15M,2015,48,4,NONE,BEAM,3,16-31
33F3,ENG,IIA,3B2,BT2,NONE,O15M,2015,36,4,NONE,BEAM,3,80-89
31F1,FRA,IIA,3B2,BT2,NONE,O15M,2015,4,4,TBB_CEP_80-89_0_0,BEAM,3,80-89
31F2,FRA,IIA,3B2,BT2,NONE,O15M,2015,28,4,TBB_CEP_80-89_0_0,BEAM,3,80-89
31F1,FRA,IIA,3B2,BT2,NONE,O15M,2015,46,4,TBB_DEF_80-89_0_0,BEAM,3,80-89
31F2,FRA,IIA,3B2,BT2,NONE,O15M,2015,549,4,TBB_DEF_80-89_0_0,BEAM,3,80-89
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2015,31,4,NONE,BEAM,3,<16
35F6,NLD,IIA,3B2,BEAM,NONE,O15M,2015,4,4,NONE,BEAM,3,<16
36F6,NLD,IIA,3B2,BEAM,NONE,O15M,2015,9,4,NONE,BEAM,3,<16
35F3,NLD,IIA,3B2,BT1,NONE,O15M,2015,1,4,NONE,BEAM,3,>=120
37F3,NLD,IIA,3B2,BT1,NONE,O15M,2015,13,4,NONE,BEAM,3,>=120
38F4,NLD,IIA,3B2,BT1,NONE,O15M,2015,11,4,NONE,BEAM,3,>=120
39F2,NLD,IIA,3B2,BT1,NONE,O15M,2015,15,4,NONE,BEAM,3,>=120
40F3,NLD,IIA,3B2,BT1,NONE,O15M,2015,49,4,NONE,BEAM,3,>=120
40F4,NLD,IIA,3B2,BT1,NONE,O15M,2015,99,4,NONE,BEAM,3,>=120
40F5,NLD,IIA,3B2,BT1,NONE,O15M,2015,60,4,NONE,BEAM,3,>=120
41F4,NLD,IIA,3B2,BT1,NONE,O15M,2015,20,4,NONE,BEAM,3,>=120
41F5,NLD,IIA,3B2,BT1,NONE,O15M,2015,157,4,NONE,BEAM,3,>=120
41F6,NLD,IIA,3B2,BT1,NONE,O15M,2015,20,4,NONE,BEAM,3,>=120
41F7,NLD,IIA,3B2,BT1,NONE,O15M,2015,48,4,NONE,BEAM,3,>=120
42F3,NLD,IIA,3B2,BT1,NONE,O15M,2015,20,4,NONE,BEAM,3,>=120
42F4,NLD,IIA,3B2,BT1,NONE,O15M,2015,68,4,NONE,BEAM,3,>=120
42F6,NLD,IIA,3B2,BT1,NONE,O15M,2015,62,4,NONE,BEAM,3,>=120
42F7,NLD,IIA,3B2,BT1,NONE,O15M,2015,230,4,NONE,BEAM,3,>=120
43F4,NLD,IIA,3B2,BT1,NONE,O15M,2015,51,4,NONE,BEAM,3,>=120
43F5,NLD,IIA,3B2,BT1,NONE,O15M,2015,29,4,NONE,BEAM,3,>=120
43F7,NLD,IIA,3B2,BT1,NONE,O15M,2015,51,4,NONE,BEAM,3,>=120
43F8,NLD,IIA,3B2,BT1,NONE,O15M,2015,9,4,NONE,BEAM,3,>=120
32F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,172,4,NONE,BEAM,3,100-119
34F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,8,4,NONE,BEAM,3,100-119
35F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,176,4,NONE,BEAM,3,100-119
35F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,6,4,NONE,BEAM,3,100-119
36F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,3,4,NONE,BEAM,3,100-119
36F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,13,4,NONE,BEAM,3,100-119
37F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,136,4,NONE,BEAM,3,100-119
37F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,13,4,NONE,BEAM,3,100-119
37F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,7,4,NONE,BEAM,3,100-119
38F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,41,4,NONE,BEAM,3,100-119
38F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,734,4,NONE,BEAM,3,100-119
38F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,409,4,NONE,BEAM,3,100-119
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,205,4,NONE,BEAM,3,100-119
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,39,4,NONE,BEAM,3,100-119
39F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,240,4,NONE,BEAM,3,100-119
39F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,766,4,NONE,BEAM,3,100-119
39F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,311,4,NONE,BEAM,3,100-119
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,71,4,NONE,BEAM,3,100-119
39F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,17,4,NONE,BEAM,3,100-119
40F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,397,4,NONE,BEAM,3,100-119
40F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,1219,4,NONE,BEAM,3,100-119
40F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,330,4,NONE,BEAM,3,100-119
40F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,12,4,NONE,BEAM,3,100-119
41F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,29,4,NONE,BEAM,3,100-119
41F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,29,4,NONE,BEAM,3,100-119
27B4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,30,4,NONE,BEAM,3,16-31
27C4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,135,4,NONE,BEAM,3,16-31
31F2,NLD,IIA,3B2,BEAM,NONE,O15M,2015,173,4,NONE,BEAM,3,16-31
31F3,NLD,IIA,3B2,BEAM,NONE,O15M,2015,2754,4,NONE,BEAM,3,16-31
32F2,NLD,IIA,3B2,BEAM,NONE,O15M,2015,792,4,NONE,BEAM,3,16-31
32F3,NLD,IIA,3B2,BEAM,NONE,O15M,2015,5629,4,NONE,BEAM,3,16-31
32F4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,15,4,NONE,BEAM,3,16-31
33F2,NLD,IIA,3B2,BEAM,NONE,O15M,2015,20,4,NONE,BEAM,3,16-31
33F3,NLD,IIA,3B2,BEAM,NONE,O15M,2015,158,4,NONE,BEAM,3,16-31
33F4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,1000,4,NONE,BEAM,3,16-31
34F4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,5218,4,NONE,BEAM,3,16-31
34F5,NLD,IIA,3B2,BEAM,NONE,O15M,2015,308,4,NONE,BEAM,3,16-31
35F3,NLD,IIA,3B2,BEAM,NONE,O15M,2015,16,4,NONE,BEAM,3,16-31
35F4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,6873,4,NONE,BEAM,3,16-31
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2015,21246,4,NONE,BEAM,3,16-31
35F6,NLD,IIA,3B2,BEAM,NONE,O15M,2015,4076,4,NONE,BEAM,3,16-31
35F7,NLD,IIA,3B2,BEAM,NONE,O15M,2015,8,4,NONE,BEAM,3,16-31
36F4,NLD,IIA,3B2,BEAM,NONE,O15M,2015,22,4,NONE,BEAM,3,16-31
36F5,NLD,IIA,3B2,BEAM,NONE,O15M,2015,4379,4,NONE,BEAM,3,16-31
36F6,NLD,IIA,3B2,BEAM,NONE,O15M,2015,6142,4,NONE,BEAM,3,16-31
36F7,NLD,IIA,3B2,BEAM,NONE,O15M,2015,146,4,NONE,BEAM,3,16-31
37F5,NLD,IIA,3B2,BEAM,NONE,O15M,2015,6,4,NONE,BEAM,3,16-31
37F7,NLD,IIA,3B2,BEAM,NONE,O15M,2015,35,4,NONE,BEAM,3,16-31
37F8,NLD,IIA,3B2,BEAM,NONE,O15M,2015,1155,4,NONE,BEAM,3,16-31
38F7,NLD,IIA,3B2,BEAM,NONE,O15M,2015,106,4,NONE,BEAM,3,16-31
38F8,NLD,IIA,3B2,BEAM,NONE,O15M,2015,373,4,NONE,BEAM,3,16-31
40F7,NLD,IIA,3B2,BEAM,NONE,O15M,2015,5,4,NONE,BEAM,3,16-31
45F5,NLD,IIA,3B2,BEAM,NONE,O15M,2015,8,4,NONE,BEAM,3,16-31
55F6,NLD,IIA,3B2,BEAM,NONE,O15M,2015,4,4,NONE,BEAM,3,16-31
31F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,47,4,NONE,BEAM,3,80-89
31F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,989,4,NONE,BEAM,3,80-89
31F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,336,4,NONE,BEAM,3,80-89
32F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,106,4,NONE,BEAM,3,80-89
32F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,4898,4,NONE,BEAM,3,80-89
32F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,1897,4,NONE,BEAM,3,80-89
32F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,601,4,NONE,BEAM,3,80-89
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,1563,4,NONE,BEAM,3,80-89
33F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,2451,4,NONE,BEAM,3,80-89
33F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,1678,4,NONE,BEAM,3,80-89
34F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,30,4,NONE,BEAM,3,80-89
34F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,6170,4,NONE,BEAM,3,80-89
34F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,2022,4,NONE,BEAM,3,80-89
34F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,378,4,NONE,BEAM,3,80-89
35F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,3032,4,NONE,BEAM,3,80-89
35F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,1988,4,NONE,BEAM,3,80-89
35F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,196,4,NONE,BEAM,3,80-89
36F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,172,4,NONE,BEAM,3,80-89
36F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,563,4,NONE,BEAM,3,80-89
36F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,803,4,NONE,BEAM,3,80-89
36F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,386,4,NONE,BEAM,3,80-89
36F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,49,4,NONE,BEAM,3,80-89
36F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,11,4,NONE,BEAM,3,80-89
37F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,48,4,NONE,BEAM,3,80-89
37F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,143,4,NONE,BEAM,3,80-89
37F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,453,4,NONE,BEAM,3,80-89
37F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,41,4,NONE,BEAM,3,80-89
37F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,374,4,NONE,BEAM,3,80-89
37F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,943,4,NONE,BEAM,3,80-89
37F7,NLD,IIA,3B2,BT2,NONE,O15M,2015,665,4,NONE,BEAM,3,80-89
38F1,NLD,IIA,3B2,BT2,NONE,O15M,2015,42,4,NONE,BEAM,3,80-89
38F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,212,4,NONE,BEAM,3,80-89
38F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,17,4,NONE,BEAM,3,80-89
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,6,4,NONE,BEAM,3,80-89
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,113,4,NONE,BEAM,3,80-89
38F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,644,4,NONE,BEAM,3,80-89
39F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,20,4,NONE,BEAM,3,80-89
39F3,NLD,IIA,3B2,BT2,NONE,O15M,2015,60,4,NONE,BEAM,3,80-89
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,81,4,NONE,BEAM,3,80-89
39F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,54,4,NONE,BEAM,3,80-89
39F7,NLD,IIA,3B2,BT2,NONE,O15M,2015,32,4,NONE,BEAM,3,80-89
40F2,NLD,IIA,3B2,BT2,NONE,O15M,2015,16,4,NONE,BEAM,3,80-89
40F4,NLD,IIA,3B2,BT2,NONE,O15M,2015,6,4,NONE,BEAM,3,80-89
40F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,43,4,NONE,BEAM,3,80-89
40F6,NLD,IIA,3B2,BT2,NONE,O15M,2015,42,4,NONE,BEAM,3,80-89
41F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,56,4,NONE,BEAM,3,80-89
54F5,NLD,IIA,3B2,BT2,NONE,O15M,2015,5,4,NONE,BEAM,3,80-89
38F4,SCO,IIA,3B2,BT1,NONE,O15M,2015,24,4,NONE,BEAM,3,>=120
39F3,SCO,IIA,3B2,BT1,NONE,O15M,2015,90,4,NONE,BEAM,3,>=120
39F4,SCO,IIA,3B2,BT1,NONE,O15M,2015,114,4,NONE,BEAM,3,>=120
40F3,SCO,IIA,3B2,BT1,NONE,O15M,2015,15,4,NONE,BEAM,3,>=120
40F4,SCO,IIA,3B2,BT1,NONE,O15M,2015,561,4,NONE,BEAM,3,>=120
40F5,SCO,IIA,3B2,BT1,NONE,O15M,2015,72,4,NONE,BEAM,3,>=120
37F3,SCO,IIA,3B2,BT2,NONE,O15M,2015,28,4,NONE,BEAM,3,100-119
38F2,SCO,IIA,3B2,BT2,NONE,O15M,2015,58,4,NONE,BEAM,3,100-119
39F2,SCO,IIA,3B2,BT2,NONE,O15M,2015,228,4,NONE,BEAM,3,100-119
39F3,SCO,IIA,3B2,BT2,NONE,O15M,2015,28,4,NONE,BEAM,3,100-119
40F3,SCO,IIA,3B2,BT2,NONE,O15M,2015,87,4,NONE,BEAM,3,100-119
34F0,ENG,IIA,3B2,BEAM,NONE,U10M,2015,264,4,NONE,BEAM,3,16-31
35F0,ENG,IIA,3B2,BEAM,NONE,U10M,2015,24,4,NONE,BEAM,3,16-31
31F1,ENG,IIA,3B2,BT2,NONE,U10M,2015,96,4,NONE,BEAM,3,80-89
35F4,NLD,IIA,3B2,BT2,NONE,U10M,2015,6,4,NONE,BEAM,3,90-99
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,12,4,GNS_CRU_>0_0_0,GILL,3,>=220
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,39,4,GNS_CRU_>0_0_0,GILL,3,>=220
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,14,4,NONE,GILL,3,100-109
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2015,6,4,GNS_CRU_>0_0_0,GILL,3,110-149
42F9,DNK,IIA,3B2,GN1,NONE,U10M,2015,19,4,GNS_CRU_>0_0_0,GILL,3,110-149
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,10,4,GNS_DEF_120-219_0_0,GILL,3,110-149
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,20,4,GNS_DEF_120-219_0_0,GILL,3,110-149
43F7,DNK,IIA,3B2,GN1,NONE,U10M,2015,20,4,GNS_DEF_120-219_0_0,GILL,3,110-149
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,18,4,GNS_DEF_120-219_0_0,GILL,3,110-149
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,20,4,NONE,GILL,3,110-149
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,3,4,GNS_CRU_>0_0_0,GILL,3,150-219
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,34,4,GNS_CRU_>0_0_0,GILL,3,150-219
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,4,4,GNS_DEF_120-219_0_0,GILL,3,150-219
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,15,4,GNS_DEF_120-219_0_0,GILL,3,150-219
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,8,4,NONE,GILL,3,31-49
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,8,4,NONE,GILL,3,60-69
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,64,4,NONE,GILL,3,70-79
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,11,4,NONE,GILL,3,90-99
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2015,6,4,NONE,GILL,3,90-99
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,96,4,NONE,GILL,3,>=220
38E8,ENG,IIA,3B2,GN1,NONE,U10M,2015,192,4,NONE,GILL,3,>=220
31F0,ENG,IIA,3B2,GN1,NONE,U10M,2015,240,4,NONE,GILL,3,100-109
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,7232,4,NONE,GILL,3,100-109
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,1692,4,NONE,GILL,3,100-109
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,672,4,NONE,GILL,3,100-109
37E9,ENG,IIA,3B2,GN1,NONE,U10M,2015,120,4,NONE,GILL,3,100-109
38E9,ENG,IIA,3B2,GN1,NONE,U10M,2015,24,4,NONE,GILL,3,100-109
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,24,4,NONE,GILL,3,110-149
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,1188,4,NONE,GILL,3,110-149
37E9,ENG,IIA,3B2,GN1,NONE,U10M,2015,1200,4,NONE,GILL,3,110-149
38E8,ENG,IIA,3B2,GN1,NONE,U10M,2015,216,4,NONE,GILL,3,110-149
38E9,ENG,IIA,3B2,GN1,NONE,U10M,2015,24,4,NONE,GILL,3,110-149
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,24,4,NONE,GILL,3,150-219
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,96,4,NONE,GILL,3,31-49
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,24,4,NONE,GILL,3,50-59
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,144,4,NONE,GILL,3,50-59
34F0,ENG,IIA,3B2,GN1,NONE,U10M,2015,24,4,NONE,GILL,3,50-59
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,48,4,NONE,GILL,3,50-59
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,72,4,NONE,GILL,3,80-89
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,1268,4,NONE,GILL,3,80-89
31F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,1040,4,NONE,GILL,3,90-99
32F0,ENG,IIA,3B2,GN1,NONE,U10M,2015,816,4,NONE,GILL,3,90-99
32F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,1020,4,NONE,GILL,3,90-99
33F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,636,4,NONE,GILL,3,90-99
34F1,ENG,IIA,3B2,GN1,NONE,U10M,2015,408,4,NONE,GILL,3,90-99
35F0,ENG,IIA,3B2,GN1,NONE,U10M,2015,12,4,NONE,GILL,3,90-99
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,15,4,NONE,GILL,3,>=220
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,29,4,NONE,GILL,3,>=220
31F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,3,4,NONE,GILL,3,10-30
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,5,4,NONE,GILL,3,10-30
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,6,4,NONE,GILL,3,10-30
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,9,4,NONE,GILL,3,10-30
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,33,4,NONE,GILL,3,10-30
35F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,2,4,NONE,GILL,3,10-30
31F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,12,4,NONE,GILL,3,100-109
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,157,4,NONE,GILL,3,100-109
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,14,4,NONE,GILL,3,100-109
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,410,4,NONE,GILL,3,100-109
34F1,NLD,IIA,3B2,GN1,NONE,U10M,2015,4,4,NONE,GILL,3,100-109
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,30,4,NONE,GILL,3,100-109
31F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,10,4,NONE,GILL,3,110-149
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,207,4,NONE,GILL,3,110-149
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,112,4,NONE,GILL,3,110-149
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,243,4,NONE,GILL,3,110-149
35F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,39,4,NONE,GILL,3,110-149
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,295,4,NONE,GILL,3,150-219
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,88,4,NONE,GILL,3,150-219
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,3,4,NONE,GILL,3,80-89
32F3,NLD,IIA,3B2,GN1,NONE,U10M,2015,20,4,NONE,GILL,3,90-99
32F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,14,4,NONE,GILL,3,90-99
33F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,724,4,NONE,GILL,3,90-99
34F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,7,4,NONE,GILL,3,90-99
35F4,NLD,IIA,3B2,GN1,NONE,U10M,2015,5,4,NONE,GILL,3,90-99
49E8,SCO,IIA,3B2,GN1,NONE,U10M,2015,84,4,NONE,GILL,3,NONE
40F8,DNK,IIA,3B2,POTS,NONE,U10M,2015,126,4,NONE,POTS,3,10-30
41F8,DNK,IIA,3B2,POTS,NONE,U10M,2015,111,4,NONE,POTS,3,10-30
40F8,DNK,IIA,3B2,POTS,NONE,U10M,2015,29,4,NONE,POTS,3,31-49
41F8,DNK,IIA,3B2,POTS,NONE,U10M,2015,7,4,NONE,POTS,3,31-49
42F8,DNK,IIA,3B2,POTS,NONE,U10M,2015,49,4,NONE,POTS,3,NONE
40E7,ENG,IIA,3B2,POTS,NONE,U10M,2015,960,4,NONE,POTS,3,70-79
47E7,ENG,IIA,3B2,POTS,NONE,U10M,2015,492,4,NONE,POTS,3,70-79
40E7,ENG,IIA,3B2,POTS,NONE,U10M,2015,1356,4,NONE,POTS,3,80-89
31F1,ENG,IIA,3B2,POTS,NONE,U10M,2015,7874,4,NONE,POTS,3,NONE
32F1,ENG,IIA,3B2,POTS,NONE,U10M,2015,1212,4,NONE,POTS,3,NONE
33F1,ENG,IIA,3B2,POTS,NONE,U10M,2015,1964,4,NONE,POTS,3,NONE
34F0,ENG,IIA,3B2,POTS,NONE,U10M,2015,1224,4,NONE,POTS,3,NONE
34F1,ENG,IIA,3B2,POTS,NONE,U10M,2015,15048,4,NONE,POTS,3,NONE
35F0,ENG,IIA,3B2,POTS,NONE,U10M,2015,2436,4,NONE,POTS,3,NONE
35F1,ENG,IIA,3B2,POTS,NONE,U10M,2015,4752,4,NONE,POTS,3,NONE
36E9,ENG,IIA,3B2,POTS,NONE,U10M,2015,9456,4,NONE,POTS,3,NONE
36F0,ENG,IIA,3B2,POTS,NONE,U10M,2015,17592,4,NONE,POTS,3,NONE
37E9,ENG,IIA,3B2,POTS,NONE,U10M,2015,39396,4,NONE,POTS,3,NONE
