ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,mesh_size_range,quarter
31F0,ENG,IIA,3B2,BEAM,NONE,U10M,2013,336,4,NONE,BEAM,16-31,1
34F0,ENG,IIA,3B2,BEAM,NONE,U10M,2013,1176,4,NONE,BEAM,16-31,1
35F0,ENG,IIA,3B2,BEAM,NONE,U10M,2013,72,4,NONE,BEAM,16-31,1
31F1,ENG,IIA,3B2,TR2,CPART13B,O15M,2013,245,4,NONE,DEM_SEINE,80-89,1
31F2,ENG,IIA,3B2,TR2,CPART13B,O15M,2013,18,4,NONE,DEM_SEINE,80-89,1
43E8,NIR,IIA,3B2,TR1,CPART13B,O15M,2013,20,4,NONE,DEM_SEINE,>=120,1
44E9,NIR,IIA,3B2,TR1,CPART13B,O15M,2013,260,4,NONE,DEM_SEINE,>=120,1
44F0,NIR,IIA,3B2,TR1,CPART13B,O15M,2013,68,4,NONE,DEM_SEINE,>=120,1
46F1,NIR,IIA,3B2,TR1,CPART13B,O15M,2013,24,4,NONE,DEM_SEINE,>=120,1
49F1,NIR,IIA,3B2,TR1,CPART13B,O15M,2013,24,4,NONE,DEM_SEINE,>=120,1
42F0,NIR,IIA,3B2,TR1,CPART13C,O15M,2013,20,4,NONE,DEM_SEINE,>=120,1
44E8,NIR,IIA,3B2,TR1,CPART13C,O15M,2013,48,4,NONE,DEM_SEINE,>=120,1
44E9,NIR,IIA,3B2,TR1,CPART13C,O15M,2013,212,4,NONE,DEM_SEINE,>=120,1
45E8,NIR,IIA,3B2,TR1,CPART13C,O15M,2013,20,4,NONE,DEM_SEINE,>=120,1
43E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,24,4,NONE,DEM_SEINE,>=120,1
43E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,60,4,NONE,DEM_SEINE,>=120,1
44E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,200,4,NONE,DEM_SEINE,>=120,1
44E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,687,4,NONE,DEM_SEINE,>=120,1
44E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,230,4,NONE,DEM_SEINE,>=120,1
44F0,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,352,4,NONE,DEM_SEINE,>=120,1
44F1,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,32,4,NONE,DEM_SEINE,>=120,1
45E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,24,4,NONE,DEM_SEINE,>=120,1
45E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,136,4,NONE,DEM_SEINE,>=120,1
45E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,102,4,NONE,DEM_SEINE,>=120,1
45E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,21,4,NONE,DEM_SEINE,>=120,1
46E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,12,4,NONE,DEM_SEINE,>=120,1
46E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,20,4,NONE,DEM_SEINE,>=120,1
46E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,609,4,NONE,DEM_SEINE,>=120,1
47E6,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,54,4,NONE,DEM_SEINE,>=120,1
47E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,963,4,NONE,DEM_SEINE,>=120,1
47E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,302,4,NONE,DEM_SEINE,>=120,1
48E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,451,4,NONE,DEM_SEINE,>=120,1
48E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,357,4,NONE,DEM_SEINE,>=120,1
48F0,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,105,4,NONE,DEM_SEINE,>=120,1
48F1,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,116,4,NONE,DEM_SEINE,>=120,1
49E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,996,4,NONE,DEM_SEINE,>=120,1
49E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,2713,4,NONE,DEM_SEINE,>=120,1
49E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,294,4,NONE,DEM_SEINE,>=120,1
49F0,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,76,4,NONE,DEM_SEINE,>=120,1
49F1,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,68,4,NONE,DEM_SEINE,>=120,1
50E7,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,75,4,NONE,DEM_SEINE,>=120,1
50E8,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,10,4,NONE,DEM_SEINE,>=120,1
50E9,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,1151,4,NONE,DEM_SEINE,>=120,1
50F0,SCO,IIA,3B2,TR1,CPART13C,O15M,2013,95,4,NONE,DEM_SEINE,>=120,1
31F2,BEL,IIA,3B2,GN1,NONE,O10T15M,2013,121,4,NONE,GILL,150-219,1
31F2,BEL,IIA,3B2,GN1,NONE,O10T15M,2013,70,4,NONE,GILL,NONE,1
40F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2013,25,4,GNS_DEF_>=220_0_0,GILL,>=220,1
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2013,32,4,GNS_DEF_>=220_0_0,GILL,>=220,1
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2013,121,4,GNS_DEF_>=220_0_0,GILL,>=220,1
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2013,431,4,GNS_DEF_>=220_0_0,GILL,>=220,1
33F4,DNK,IIA,3B2,GN1,NONE,O10T15M,2013,24,4,GNS_DEF_100-109_0_0,GILL,100-109,1
34F3,DNK,IIA,3B2,GN1,NONE,O10T15M,2013,24,4,GNS_DEF_100-109_0_0,GILL,100-109,1
