ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,mesh_size_range,quarter
36F2,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,180,4,NONE,BEAM,80-89,1
36F3,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,349,4,NONE,BEAM,80-89,1
36F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,51,4,NONE,BEAM,80-89,1
36F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,44,4,NONE,BEAM,80-89,1
37F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,83,4,NONE,BEAM,80-89,1
37F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,419,4,NONE,BEAM,80-89,1
37F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,187,4,NONE,BEAM,80-89,1
38F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,83,4,NONE,BEAM,80-89,1
38F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,508,4,NONE,BEAM,80-89,1
38F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,598,4,NONE,BEAM,80-89,1
39F5,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,290,4,NONE,BEAM,80-89,1
39F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,1063,4,NONE,BEAM,80-89,1
40F4,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,29,4,NONE,BEAM,80-89,1
40F6,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,1970,4,NONE,BEAM,80-89,1
40F7,ENG,IIA,3B2,BT2,CPART13B,O15M,2016,67,4,NONE,BEAM,80-89,1
41F6,BEL,IIA,3B2,BT1,NONE,O15M,2016,4,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
41F7,BEL,IIA,3B2,BT1,NONE,O15M,2016,6,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F6,BEL,IIA,3B2,BT1,NONE,O15M,2016,353,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F7,BEL,IIA,3B2,BT1,NONE,O15M,2016,81,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F7,BEL,IIA,3B2,BT1,NONE,O15M,2016,144,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F8,BEL,IIA,3B2,BT1,NONE,O15M,2016,123,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
31F2,BEL,IIA,3B2,BEAM,NONE,O15M,2016,1401,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
31F3,BEL,IIA,3B2,BEAM,NONE,O15M,2016,338,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
32F3,BEL,IIA,3B2,BEAM,NONE,O15M,2016,89,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
33F4,BEL,IIA,3B2,BEAM,NONE,O15M,2016,5,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
35F4,BEL,IIA,3B2,BEAM,NONE,O15M,2016,152,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
35F5,BEL,IIA,3B2,BEAM,NONE,O15M,2016,24,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
36F5,BEL,IIA,3B2,BEAM,NONE,O15M,2016,18,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
37F5,BEL,IIA,3B2,BEAM,NONE,O15M,2016,157,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
38F7,BEL,IIA,3B2,BEAM,NONE,O15M,2016,198,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F7,BEL,IIA,3B2,BEAM,NONE,O15M,2016,135,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
31F1,BEL,IIA,3B2,BT2,NONE,O15M,2016,436,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
31F2,BEL,IIA,3B2,BT2,NONE,O15M,2016,2009,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
31F3,BEL,IIA,3B2,BT2,NONE,O15M,2016,22,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
32F1,BEL,IIA,3B2,BT2,NONE,O15M,2016,490,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
32F2,BEL,IIA,3B2,BT2,NONE,O15M,2016,209,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
33F1,BEL,IIA,3B2,BT2,NONE,O15M,2016,27,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
33F2,BEL,IIA,3B2,BT2,NONE,O15M,2016,129,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
34F2,BEL,IIA,3B2,BT2,NONE,O15M,2016,5,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
34F3,BEL,IIA,3B2,BT2,NONE,O15M,2016,3,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
34F4,BEL,IIA,3B2,BT2,NONE,O15M,2016,1,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
35F3,BEL,IIA,3B2,BT2,NONE,O15M,2016,96,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
36F3,BEL,IIA,3B2,BT2,NONE,O15M,2016,30,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
36F4,BEL,IIA,3B2,BT2,NONE,O15M,2016,638,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
36F5,BEL,IIA,3B2,BT2,NONE,O15M,2016,18,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
36F6,BEL,IIA,3B2,BT2,NONE,O15M,2016,83,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
37F5,BEL,IIA,3B2,BT2,NONE,O15M,2016,435,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
37F6,BEL,IIA,3B2,BT2,NONE,O15M,2016,644,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
38F5,BEL,IIA,3B2,BT2,NONE,O15M,2016,45,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
38F6,BEL,IIA,3B2,BT2,NONE,O15M,2016,341,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
39F6,BEL,IIA,3B2,BT2,NONE,O15M,2016,179,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
40F5,BEL,IIA,3B2,BT2,NONE,O15M,2016,60,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
40F6,BEL,IIA,3B2,BT2,NONE,O15M,2016,219,4,TBB_DEF_70-99_0_0,BEAM,80-89,1
35F6,DEU,IIA,3B2,BEAM,NONE,O15M,2016,38,4,NONE,BEAM,16-31,1
35F8,DEU,IIA,3B2,BEAM,NONE,O15M,2016,40,4,NONE,BEAM,16-31,1
36F5,DEU,IIA,3B2,BEAM,NONE,O15M,2016,186,4,NONE,BEAM,16-31,1
36F6,DEU,IIA,3B2,BEAM,NONE,O15M,2016,3529,4,NONE,BEAM,16-31,1
36F7,DEU,IIA,3B2,BEAM,NONE,O15M,2016,8422,4,NONE,BEAM,16-31,1
36F8,DEU,IIA,3B2,BEAM,NONE,O15M,2016,4333,4,NONE,BEAM,16-31,1
37F7,DEU,IIA,3B2,BEAM,NONE,O15M,2016,2922,4,NONE,BEAM,16-31,1
37F8,DEU,IIA,3B2,BEAM,NONE,O15M,2016,10332,4,NONE,BEAM,16-31,1
38F7,DEU,IIA,3B2,BEAM,NONE,O15M,2016,5592,4,NONE,BEAM,16-31,1
38F8,DEU,IIA,3B2,BEAM,NONE,O15M,2016,4669,4,NONE,BEAM,16-31,1
39F7,DEU,IIA,3B2,BEAM,NONE,O15M,2016,755,4,NONE,BEAM,16-31,1
39F8,DEU,IIA,3B2,BEAM,NONE,O15M,2016,1408,4,NONE,BEAM,16-31,1
40F7,DEU,IIA,3B2,BEAM,NONE,O15M,2016,12,4,NONE,BEAM,16-31,1
32F3,DEU,IIA,3B2,BT2,NONE,O15M,2016,85,4,NONE,BEAM,80-89,1
33F3,DEU,IIA,3B2,BT2,NONE,O15M,2016,313,4,NONE,BEAM,80-89,1
33F4,DEU,IIA,3B2,BT2,NONE,O15M,2016,155,4,NONE,BEAM,80-89,1
34F3,DEU,IIA,3B2,BT2,NONE,O15M,2016,57,4,NONE,BEAM,80-89,1
34F4,DEU,IIA,3B2,BT2,NONE,O15M,2016,753,4,NONE,BEAM,80-89,1
35F3,DEU,IIA,3B2,BT2,NONE,O15M,2016,169,4,NONE,BEAM,80-89,1
35F4,DEU,IIA,3B2,BT2,NONE,O15M,2016,546,4,NONE,BEAM,80-89,1
36F2,DEU,IIA,3B2,BT2,NONE,O15M,2016,44,4,NONE,BEAM,80-89,1
36F3,DEU,IIA,3B2,BT2,NONE,O15M,2016,460,4,NONE,BEAM,80-89,1
36F4,DEU,IIA,3B2,BT2,NONE,O15M,2016,309,4,NONE,BEAM,80-89,1
36F5,DEU,IIA,3B2,BT2,NONE,O15M,2016,104,4,NONE,BEAM,80-89,1
37F2,DEU,IIA,3B2,BT2,NONE,O15M,2016,22,4,NONE,BEAM,80-89,1
37F4,DEU,IIA,3B2,BT2,NONE,O15M,2016,153,4,NONE,BEAM,80-89,1
37F5,DEU,IIA,3B2,BT2,NONE,O15M,2016,523,4,NONE,BEAM,80-89,1
37F6,DEU,IIA,3B2,BT2,NONE,O15M,2016,629,4,NONE,BEAM,80-89,1
37F7,DEU,IIA,3B2,BT2,NONE,O15M,2016,148,4,NONE,BEAM,80-89,1
38F5,DEU,IIA,3B2,BT2,NONE,O15M,2016,272,4,NONE,BEAM,80-89,1
38F6,DEU,IIA,3B2,BT2,NONE,O15M,2016,370,4,NONE,BEAM,80-89,1
39F5,DEU,IIA,3B2,BT2,NONE,O15M,2016,38,4,NONE,BEAM,80-89,1
39F6,DEU,IIA,3B2,BT2,NONE,O15M,2016,304,4,NONE,BEAM,80-89,1
39F7,DEU,IIA,3B2,BT2,NONE,O15M,2016,145,4,NONE,BEAM,80-89,1
40F6,DEU,IIA,3B2,BT2,NONE,O15M,2016,918,4,NONE,BEAM,80-89,1
40F7,DEU,IIA,3B2,BT2,NONE,O15M,2016,726,4,NONE,BEAM,80-89,1
41F6,DEU,IIA,3B2,BT2,NONE,O15M,2016,23,4,NONE,BEAM,80-89,1
41F7,DEU,IIA,3B2,BT2,NONE,O15M,2016,42,4,NONE,BEAM,80-89,1
41F6,DNK,IIA,3B2,BT1,NONE,O15M,2016,164,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
41F7,DNK,IIA,3B2,BT1,NONE,O15M,2016,22,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F6,DNK,IIA,3B2,BT1,NONE,O15M,2016,101,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
42F7,DNK,IIA,3B2,BT1,NONE,O15M,2016,26,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F4,DNK,IIA,3B2,BT1,NONE,O15M,2016,5,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F5,DNK,IIA,3B2,BT1,NONE,O15M,2016,16,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F6,DNK,IIA,3B2,BT1,NONE,O15M,2016,46,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F7,DNK,IIA,3B2,BT1,NONE,O15M,2016,421,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F8,DNK,IIA,3B2,BT1,NONE,O15M,2016,85,4,TBB_DEF_>=120_0_0,BEAM,>=120,1
43F8,DNK,IIA,3B2,BT2,NONE,O15M,2016,12,4,TBB_DEF_>=120_0_0,BEAM,100-119,1
37F7,DNK,IIA,3B2,BEAM,NONE,O15M,2016,23,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
38F7,DNK,IIA,3B2,BEAM,NONE,O15M,2016,1167,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
38F8,DNK,IIA,3B2,BEAM,NONE,O15M,2016,393,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F7,DNK,IIA,3B2,BEAM,NONE,O15M,2016,3133,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
39F8,DNK,IIA,3B2,BEAM,NONE,O15M,2016,10585,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
40F7,DNK,IIA,3B2,BEAM,NONE,O15M,2016,3973,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
40F8,DNK,IIA,3B2,BEAM,NONE,O15M,2016,3447,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
41F8,DNK,IIA,3B2,BEAM,NONE,O15M,2016,509,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
42F8,DNK,IIA,3B2,BEAM,NONE,O15M,2016,21,4,TBB_CRU_16-31_0_0,BEAM,16-31,1
34F0,ENG,IIA,3B2,BEAM,NONE,O15M,2016,864,4,NONE,BEAM,16-31,1
35F0,ENG,IIA,3B2,BEAM,NONE,O15M,2016,336,4,NONE,BEAM,16-31,1
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2016,8,4,NONE,BEAM,<16,1
37F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,20,4,NONE,BEAM,<16,1
37F8,NLD,IIA,3B2,BEAM,NONE,O15M,2016,8,4,NONE,BEAM,<16,1
40F7,NLD,IIA,3B2,BT1,NONE,O15M,2016,11,4,NONE,BEAM,>=120,1
41F7,NLD,IIA,3B2,BT1,NONE,O15M,2016,34,4,NONE,BEAM,>=120,1
42F6,NLD,IIA,3B2,BT1,NONE,O15M,2016,10,4,NONE,BEAM,>=120,1
42F7,NLD,IIA,3B2,BT1,NONE,O15M,2016,12,4,NONE,BEAM,>=120,1
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,51,4,NONE,BEAM,100-119,1
37F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,20,4,NONE,BEAM,100-119,1
37F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,14,4,NONE,BEAM,100-119,1
37F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,41,4,NONE,BEAM,100-119,1
38F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,4,4,NONE,BEAM,100-119,1
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,100,4,NONE,BEAM,100-119,1
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,43,4,NONE,BEAM,100-119,1
38F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,45,4,NONE,BEAM,100-119,1
39F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,33,4,NONE,BEAM,100-119,1
39F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,56,4,NONE,BEAM,100-119,1
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,30,4,NONE,BEAM,100-119,1
39F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,22,4,NONE,BEAM,100-119,1
40F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,232,4,NONE,BEAM,100-119,1
40F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,58,4,NONE,BEAM,100-119,1
40F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,139,4,NONE,BEAM,100-119,1
43F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,2,4,NONE,BEAM,100-119,1
31F3,NLD,IIA,3B2,BEAM,NONE,O15M,2016,119,4,NONE,BEAM,16-31,1
32F2,NLD,IIA,3B2,BEAM,NONE,O15M,2016,95,4,NONE,BEAM,16-31,1
32F3,NLD,IIA,3B2,BEAM,NONE,O15M,2016,2223,4,NONE,BEAM,16-31,1
33F3,NLD,IIA,3B2,BEAM,NONE,O15M,2016,23,4,NONE,BEAM,16-31,1
33F4,NLD,IIA,3B2,BEAM,NONE,O15M,2016,166,4,NONE,BEAM,16-31,1
34F4,NLD,IIA,3B2,BEAM,NONE,O15M,2016,957,4,NONE,BEAM,16-31,1
34F5,NLD,IIA,3B2,BEAM,NONE,O15M,2016,273,4,NONE,BEAM,16-31,1
35F4,NLD,IIA,3B2,BEAM,NONE,O15M,2016,3155,4,NONE,BEAM,16-31,1
35F5,NLD,IIA,3B2,BEAM,NONE,O15M,2016,9637,4,NONE,BEAM,16-31,1
35F6,NLD,IIA,3B2,BEAM,NONE,O15M,2016,1301,4,NONE,BEAM,16-31,1
35F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,56,4,NONE,BEAM,16-31,1
36F4,NLD,IIA,3B2,BEAM,NONE,O15M,2016,41,4,NONE,BEAM,16-31,1
36F5,NLD,IIA,3B2,BEAM,NONE,O15M,2016,2225,4,NONE,BEAM,16-31,1
36F6,NLD,IIA,3B2,BEAM,NONE,O15M,2016,2748,4,NONE,BEAM,16-31,1
36F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,518,4,NONE,BEAM,16-31,1
36F8,NLD,IIA,3B2,BEAM,NONE,O15M,2016,178,4,NONE,BEAM,16-31,1
37F4,NLD,IIA,3B2,BEAM,NONE,O15M,2016,65,4,NONE,BEAM,16-31,1
37F6,NLD,IIA,3B2,BEAM,NONE,O15M,2016,17,4,NONE,BEAM,16-31,1
37F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,6801,4,NONE,BEAM,16-31,1
37F8,NLD,IIA,3B2,BEAM,NONE,O15M,2016,2989,4,NONE,BEAM,16-31,1
38F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,7288,4,NONE,BEAM,16-31,1
38F8,NLD,IIA,3B2,BEAM,NONE,O15M,2016,890,4,NONE,BEAM,16-31,1
39F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,1487,4,NONE,BEAM,16-31,1
39F8,NLD,IIA,3B2,BEAM,NONE,O15M,2016,300,4,NONE,BEAM,16-31,1
40F7,NLD,IIA,3B2,BEAM,NONE,O15M,2016,134,4,NONE,BEAM,16-31,1
31F1,NLD,IIA,3B2,BT2,NONE,O15M,2016,321,4,NONE,BEAM,80-89,1
31F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,5062,4,NONE,BEAM,80-89,1
31F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,260,4,NONE,BEAM,80-89,1
32F1,NLD,IIA,3B2,BT2,NONE,O15M,2016,898,4,NONE,BEAM,80-89,1
32F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,7725,4,NONE,BEAM,80-89,1
32F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,3675,4,NONE,BEAM,80-89,1
32F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,14,4,NONE,BEAM,80-89,1
33F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,2019,4,NONE,BEAM,80-89,1
33F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,5766,4,NONE,BEAM,80-89,1
33F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,1144,4,NONE,BEAM,80-89,1
34F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,1190,4,NONE,BEAM,80-89,1
34F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,2713,4,NONE,BEAM,80-89,1
34F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,2489,4,NONE,BEAM,80-89,1
35F1,NLD,IIA,3B2,BT2,NONE,O15M,2016,114,4,NONE,BEAM,80-89,1
35F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,1003,4,NONE,BEAM,80-89,1
35F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,2714,4,NONE,BEAM,80-89,1
35F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,456,4,NONE,BEAM,80-89,1
35F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,18,4,NONE,BEAM,80-89,1
35F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,52,4,NONE,BEAM,80-89,1
36F1,NLD,IIA,3B2,BT2,NONE,O15M,2016,78,4,NONE,BEAM,80-89,1
36F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,400,4,NONE,BEAM,80-89,1
36F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,496,4,NONE,BEAM,80-89,1
36F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,590,4,NONE,BEAM,80-89,1
36F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,284,4,NONE,BEAM,80-89,1
36F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,51,4,NONE,BEAM,80-89,1
36F7,NLD,IIA,3B2,BT2,NONE,O15M,2016,54,4,NONE,BEAM,80-89,1
37E9,NLD,IIA,3B2,BT2,NONE,O15M,2016,33,4,NONE,BEAM,80-89,1
37F1,NLD,IIA,3B2,BT2,NONE,O15M,2016,4,4,NONE,BEAM,80-89,1
37F2,NLD,IIA,3B2,BT2,NONE,O15M,2016,48,4,NONE,BEAM,80-89,1
37F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,81,4,NONE,BEAM,80-89,1
37F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,235,4,NONE,BEAM,80-89,1
37F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,1478,4,NONE,BEAM,80-89,1
37F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,1775,4,NONE,BEAM,80-89,1
37F7,NLD,IIA,3B2,BT2,NONE,O15M,2016,1087,4,NONE,BEAM,80-89,1
38E9,NLD,IIA,3B2,BT2,NONE,O15M,2016,2,4,NONE,BEAM,80-89,1
38F0,NLD,IIA,3B2,BT2,NONE,O15M,2016,2,4,NONE,BEAM,80-89,1
38F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,4,4,NONE,BEAM,80-89,1
38F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,163,4,NONE,BEAM,80-89,1
38F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,859,4,NONE,BEAM,80-89,1
38F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,1261,4,NONE,BEAM,80-89,1
38F7,NLD,IIA,3B2,BT2,NONE,O15M,2016,2,4,NONE,BEAM,80-89,1
39F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,6,4,NONE,BEAM,80-89,1
39F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,8,4,NONE,BEAM,80-89,1
39F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,33,4,NONE,BEAM,80-89,1
39F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,632,4,NONE,BEAM,80-89,1
39F7,NLD,IIA,3B2,BT2,NONE,O15M,2016,121,4,NONE,BEAM,80-89,1
40F3,NLD,IIA,3B2,BT2,NONE,O15M,2016,1,4,NONE,BEAM,80-89,1
40F4,NLD,IIA,3B2,BT2,NONE,O15M,2016,3,4,NONE,BEAM,80-89,1
40F5,NLD,IIA,3B2,BT2,NONE,O15M,2016,43,4,NONE,BEAM,80-89,1
40F6,NLD,IIA,3B2,BT2,NONE,O15M,2016,2893,4,NONE,BEAM,80-89,1
40F7,NLD,IIA,3B2,BT2,NONE,O15M,2016,768,4,NONE,BEAM,80-89,1
41F7,NLD,IIA,3B2,BT2,NONE,O15M,2016,3,4,NONE,BEAM,80-89,1
35F4,SCO,IIA,3B2,BT2,NONE,O15M,2016,24,4,NONE,BEAM,80-89,1
36F5,SCO,IIA,3B2,BT2,NONE,O15M,2016,79,4,NONE,BEAM,80-89,1
37F4,SCO,IIA,3B2,BT2,NONE,O15M,2016,24,4,NONE,BEAM,80-89,1
37F5,SCO,IIA,3B2,BT2,NONE,O15M,2016,39,4,NONE,BEAM,80-89,1
38F4,SCO,IIA,3B2,BT2,NONE,O15M,2016,24,4,NONE,BEAM,80-89,1
38F5,SCO,IIA,3B2,BT2,NONE,O15M,2016,48,4,NONE,BEAM,80-89,1
38F6,SCO,IIA,3B2,BT2,NONE,O15M,2016,98,4,NONE,BEAM,80-89,1
39F6,SCO,IIA,3B2,BT2,NONE,O15M,2016,391,4,NONE,BEAM,80-89,1
40F5,SCO,IIA,3B2,BT2,NONE,O15M,2016,90,4,NONE,BEAM,80-89,1
40F6,SCO,IIA,3B2,BT2,NONE,O15M,2016,222,4,NONE,BEAM,80-89,1
40F7,SCO,IIA,3B2,BT2,NONE,O15M,2016,144,4,NONE,BEAM,80-89,1
41F7,SCO,IIA,3B2,BT2,NONE,O15M,2016,60,4,NONE,BEAM,80-89,1
51E8,ENG,IIA,3B2,GN1,CPART13B,O15M,2016,137,4,NONE,GILL,>=220,1
52E8,ENG,IIA,3B2,GN1,CPART13B,O15M,2016,192,4,NONE,GILL,>=220,1
52E9,ENG,IIA,3B2,GN1,CPART13B,O15M,2016,82,4,NONE,GILL,>=220,1
40E7,SCO,IIA,3B2,TR2,CPART11,O10T15M,2016,1224,4,NONE,OTTER,80-89,1
41E6,SCO,IIA,3B2,TR2,CPART11,O10T15M,2016,1104,4,NONE,OTTER,80-89,1
34F0,ENG,IIA,3B2,BEAM,NONE,U10M,2016,528,4,NONE,BEAM,16-31,1
44E8,ENG,IIA,3B2,TR1,CPART13B,O15M,2016,7,4,NONE,DEM_SEINE,>=120,1
44E9,ENG,IIA,3B2,TR1,CPART13B,O15M,2016,7,4,NONE,DEM_SEINE,>=120,1
45E9,ENG,IIA,3B2,TR1,CPART13B,O15M,2016,11,4,NONE,DEM_SEINE,>=120,1
31F1,ENG,IIA,3B2,TR1,CPART13B,O15M,2016,36,4,NONE,DEM_SEINE,100-119,1
31F1,ENG,IIA,3B2,TR2,CPART13B,O15M,2016,156,4,NONE,DEM_SEINE,80-89,1
