Year,Month,scenario,salinity
2024,10,historical,33.97844696
2024,11,historical,33.94227982
2024,12,historical,33.78944778
2025,1,SSP3-7.0,34.05097718775238
2025,2,SSP3-7.0,34.00600094970659
2025,3,SSP3-7.0,33.90872272478729
2025,4,SSP3-7.0,33.80528791360806
2025,5,SSP3-7.0,33.71394200409857
2025,6,SSP3-7.0,33.61840245588696
2025,7,SSP3-7.0,33.5875974650656
2025,8,SSP3-7.0,33.622367081846406
2025,9,SSP3-7.0,33.705762500586694
2025,10,SSP3-7.0,33.767274387356395
2025,11,SSP3-7.0,33.868742616201565
2025,12,SSP3-7.0,33.97159803728683
2026,1,SSP3-7.0,34.014819198806954
2026,2,SSP3-7.0,33.97860269263701
2026,3,SSP3-7.0,33.85172223676028
2026,4,SSP3-7.0,33.74485974419622
2026,5,SSP3-7.0,33.62670124977951
2026,6,SSP3-7.0,33.51358228598414
2026,7,SSP3-7.0,33.47494861170071
2026,8,SSP3-7.0,33.51106743517766
2026,9,SSP3-7.0,33.599783337876495
2026,10,SSP3-7.0,33.684984088314735
2026,11,SSP3-7.0,33.758816538974024
2026,12,SSP3-7.0,33.83439354352254
2027,1,SSP3-7.0,33.873656379482966
2027,2,SSP3-7.0,33.83876932607865
2027,3,SSP3-7.0,33.801494068185136
2027,4,SSP3-7.0,33.68549407218313
2027,5,SSP3-7.0,33.573545552247836
2027,6,SSP3-7.0,33.48569135410826
2027,7,SSP3-7.0,33.489340313363805
2027,8,SSP3-7.0,33.539411186936434
2027,9,SSP3-7.0,33.616079271057124
2027,10,SSP3-7.0,33.67435535552433
2027,11,SSP3-7.0,33.760861165081
2027,12,SSP3-7.0,33.88615611733556
2028,1,SSP3-7.0,33.95744031467697
2028,2,SSP3-7.0,33.975284897998506
2028,3,SSP3-7.0,33.88634547674471
2028,4,SSP3-7.0,33.7839422342678
2028,5,SSP3-7.0,33.657904560474464
2028,6,SSP3-7.0,33.50774000410303
2028,7,SSP3-7.0,33.48512353488252
2028,8,SSP3-7.0,33.52477745061405
2028,9,SSP3-7.0,33.60216778286618
2028,10,SSP3-7.0,33.686255645894896
2028,11,SSP3-7.0,33.81889291251001
2028,12,SSP3-7.0,33.90902870498251
2029,1,SSP3-7.0,33.981922212877706
2029,2,SSP3-7.0,33.969814588943414
2029,3,SSP3-7.0,33.885979457096894
2029,4,SSP3-7.0,33.78870998446832
2029,5,SSP3-7.0,33.69426218310294
2029,6,SSP3-7.0,33.612933621395044
2029,7,SSP3-7.0,33.60149593863307
2029,8,SSP3-7.0,33.668405200216164
2029,9,SSP3-7.0,33.76194758763095
2029,10,SSP3-7.0,33.849405999259126
2029,11,SSP3-7.0,33.94376381979001
2029,12,SSP3-7.0,33.97818644952558
2030,1,SSP3-7.0,33.96700592120211
2030,2,SSP3-7.0,33.88355125670353
2030,3,SSP3-7.0,33.77668872307077
2030,4,SSP3-7.0,33.692955283341
2030,5,SSP3-7.0,33.582132277345345
2030,6,SSP3-7.0,33.483294484282744
2030,7,SSP3-7.0,33.493222172886306
2030,8,SSP3-7.0,33.52567169994812
2030,9,SSP3-7.0,33.577890122294654
2030,10,SSP3-7.0,33.62416493694454
2030,11,SSP3-7.0,33.70354492332724
2030,12,SSP3-7.0,33.78602123552203
2031,1,SSP3-7.0,33.8108779615663
2031,2,SSP3-7.0,33.788085568480305
2031,3,SSP3-7.0,33.71644119140545
2031,4,SSP3-7.0,33.60730569784145
2031,5,SSP3-7.0,33.50523058362004
2031,6,SSP3-7.0,33.386717849544716
2031,7,SSP3-7.0,33.33303513053517
2031,8,SSP3-7.0,33.4155756466871
2031,9,SSP3-7.0,33.46479083179593
2031,10,SSP3-7.0,33.54529996830384
2031,11,SSP3-7.0,33.697175260429354
2031,12,SSP3-7.0,33.84074884348621
2032,1,SSP3-7.0,33.89299601470222
2032,2,SSP3-7.0,33.86939469604987
2032,3,SSP3-7.0,33.7690775579114
2032,4,SSP3-7.0,33.67156844051163
2032,5,SSP3-7.0,33.516060096954845
2032,6,SSP3-7.0,33.411135507373956
2032,7,SSP3-7.0,33.37267779482424
2032,8,SSP3-7.0,33.38665852073805
2032,9,SSP3-7.0,33.4638375222841
2032,10,SSP3-7.0,33.510017405466044
2032,11,SSP3-7.0,33.62379808600993
2032,12,SSP3-7.0,33.717197675624604
2033,1,SSP3-7.0,33.7867213598974
2033,2,SSP3-7.0,33.76391195450961
2033,3,SSP3-7.0,33.70063956063562
2033,4,SSP3-7.0,33.61557949650243
2033,5,SSP3-7.0,33.51819655556772
2033,6,SSP3-7.0,33.40216749156158
2033,7,SSP3-7.0,33.39887141283663
2033,8,SSP3-7.0,33.46599197447882
2033,9,SSP3-7.0,33.545069772814585
2033,10,SSP3-7.0,33.63642446854616
2033,11,SSP3-7.0,33.72824594351455
2033,12,SSP3-7.0,33.809449293019526
2034,1,SSP3-7.0,33.84567028377566
2034,2,SSP3-7.0,33.85065543956985
2034,3,SSP3-7.0,33.81610869475925
2034,4,SSP3-7.0,33.719843124208815
2034,5,SSP3-7.0,33.64240807256656
2034,6,SSP3-7.0,33.56444790432745
2034,7,SSP3-7.0,33.55142517059445
2034,8,SSP3-7.0,33.58604336711578
2034,9,SSP3-7.0,33.680349020104956
2034,10,SSP3-7.0,33.74699362248579
2034,11,SSP3-7.0,33.84586874311836
2034,12,SSP3-7.0,33.9572935906573
2035,1,SSP3-7.0,33.99294922368187
2035,2,SSP3-7.0,33.94689494462853
2035,3,SSP3-7.0,33.84679074522268
2035,4,SSP3-7.0,33.71651732184832
2035,5,SSP3-7.0,33.6155967205161
2035,6,SSP3-7.0,33.5387290901873
2035,7,SSP3-7.0,33.48235478801285
2035,8,SSP3-7.0,33.550991958164374
2035,9,SSP3-7.0,33.61898125022901
2035,10,SSP3-7.0,33.72608136289342
2035,11,SSP3-7.0,33.83945742279065
2035,12,SSP3-7.0,33.939668425752124
2036,1,SSP3-7.0,33.97651226065119
2036,2,SSP3-7.0,33.92411833081632
2036,3,SSP3-7.0,33.82269088022494
2036,4,SSP3-7.0,33.70950436612904
2036,5,SSP3-7.0,33.55212860174287
2036,6,SSP3-7.0,33.479256940048074
2036,7,SSP3-7.0,33.49991191383799
2036,8,SSP3-7.0,33.560574071344604
2036,9,SSP3-7.0,33.63010480086502
2036,10,SSP3-7.0,33.702591378631574
2036,11,SSP3-7.0,33.78635720795598
2036,12,SSP3-7.0,33.87149483588611
2037,1,SSP3-7.0,33.887400872770016
2037,2,SSP3-7.0,33.84174171806722
2037,3,SSP3-7.0,33.79508842437383
2037,4,SSP3-7.0,33.67245286057527
2037,5,SSP3-7.0,33.54325675010453
2037,6,SSP3-7.0,33.415158608396716
2037,7,SSP3-7.0,33.37400109337666
2037,8,SSP3-7.0,33.4195493009997
2037,9,SSP3-7.0,33.42696277203162
2037,10,SSP3-7.0,33.56346013431854
2037,11,SSP3-7.0,33.69868184224133
2037,12,SSP3-7.0,33.76789136917296
2038,1,SSP3-7.0,33.77355207706207
2038,2,SSP3-7.0,33.72187369601403
2038,3,SSP3-7.0,33.64284642504979
2038,4,SSP3-7.0,33.5488685663503
2038,5,SSP3-7.0,33.467263903446074
2038,6,SSP3-7.0,33.38306227402205
2038,7,SSP3-7.0,33.31999686094374
2038,8,SSP3-7.0,33.369714857450006
2038,9,SSP3-7.0,33.48199842828513
2038,10,SSP3-7.0,33.59552067011186
2038,11,SSP3-7.0,33.69243559724061
2038,12,SSP3-7.0,33.756956837916654
2039,1,SSP3-7.0,33.79454529100059
2039,2,SSP3-7.0,33.76720883224246
2039,3,SSP3-7.0,33.68988211259304
2039,4,SSP3-7.0,33.57685082983557
2039,5,SSP3-7.0,33.48029335918912
2039,6,SSP3-7.0,33.396048843932505
2039,7,SSP3-7.0,33.3592203618611
2039,8,SSP3-7.0,33.34921822395761
2039,9,SSP3-7.0,33.444701578488974
2039,10,SSP3-7.0,33.5497548041146
2039,11,SSP3-7.0,33.6150859540344
2039,12,SSP3-7.0,33.73230347840474
2040,1,SSP3-7.0,33.80016358858426
2040,2,SSP3-7.0,33.81501017191072
2040,3,SSP3-7.0,33.79089821199653
2040,4,SSP3-7.0,33.685179003566866
2040,5,SSP3-7.0,33.55659965833417
2040,6,SSP3-7.0,33.49888137768866
2040,7,SSP3-7.0,33.49838154585392
2040,8,SSP3-7.0,33.52849259887419
2040,9,SSP3-7.0,33.59208929612443
2040,10,SSP3-7.0,33.682120904325345
2040,11,SSP3-7.0,33.76270030714315
2040,12,SSP3-7.0,33.847081573601265
2041,1,SSP3-7.0,33.91555072917149
2041,2,SSP3-7.0,33.86294417585315
2041,3,SSP3-7.0,33.77305124193599
2041,4,SSP3-7.0,33.67080903829943
2041,5,SSP3-7.0,33.54083083801751
2041,6,SSP3-7.0,33.4285856828456
2041,7,SSP3-7.0,33.427441446572885
2041,8,SSP3-7.0,33.438100370666
2041,9,SSP3-7.0,33.49479398188946
2041,10,SSP3-7.0,33.605779407885336
2041,11,SSP3-7.0,33.72889128197694
2041,12,SSP3-7.0,33.79484986212198
2042,1,SSP3-7.0,33.83616863223211
2042,2,SSP3-7.0,33.78928037126846
2042,3,SSP3-7.0,33.702860313648344
2042,4,SSP3-7.0,33.587921675444385
2042,5,SSP3-7.0,33.54598985151985
2042,6,SSP3-7.0,33.46016458852922
2042,7,SSP3-7.0,33.38631594422251
2042,8,SSP3-7.0,33.397298954988344
2042,9,SSP3-7.0,33.47554233431479
2042,10,SSP3-7.0,33.59089731947231
2042,11,SSP3-7.0,33.69148074208867
2042,12,SSP3-7.0,33.767930734145516
2043,1,SSP3-7.0,33.78408325344785
2043,2,SSP3-7.0,33.78540126958434
2043,3,SSP3-7.0,33.713421110356634
2043,4,SSP3-7.0,33.60502914840318
2043,5,SSP3-7.0,33.493879037601836
2043,6,SSP3-7.0,33.43276769421112
2043,7,SSP3-7.0,33.42057564091526
2043,8,SSP3-7.0,33.42112517864513
2043,9,SSP3-7.0,33.501191707631904
2043,10,SSP3-7.0,33.62862026511373
2043,11,SSP3-7.0,33.706834256910966
2043,12,SSP3-7.0,33.78543929206834
2044,1,SSP3-7.0,33.81536435468998
2044,2,SSP3-7.0,33.77882367917054
2044,3,SSP3-7.0,33.71170312847406
2044,4,SSP3-7.0,33.65332526569433
2044,5,SSP3-7.0,33.541829844937396
2044,6,SSP3-7.0,33.45838040468599
2044,7,SSP3-7.0,33.46240650852423
2044,8,SSP3-7.0,33.48879397761447
2044,9,SSP3-7.0,33.53007061728486
2044,10,SSP3-7.0,33.584202955143766
2044,11,SSP3-7.0,33.65912697059807
2044,12,SSP3-7.0,33.72640879315938
2045,1,SSP3-7.0,33.761333786660344
2045,2,SSP3-7.0,33.76705312297437
2045,3,SSP3-7.0,33.686059031550336
2045,4,SSP3-7.0,33.59712552738916
2045,5,SSP3-7.0,33.52221160983929
2045,6,SSP3-7.0,33.423046028838336
2045,7,SSP3-7.0,33.41455173474533
2045,8,SSP3-7.0,33.43034781173049
2045,9,SSP3-7.0,33.48982501025597
2045,10,SSP3-7.0,33.59234580019716
2045,11,SSP3-7.0,33.694438136639356
2045,12,SSP3-7.0,33.76391675686906
2046,1,SSP3-7.0,33.76389408435127
2046,2,SSP3-7.0,33.75925924921393
2046,3,SSP3-7.0,33.68648333303164
2046,4,SSP3-7.0,33.591832559433016
2046,5,SSP3-7.0,33.5088771519703
2046,6,SSP3-7.0,33.40854736139808
2046,7,SSP3-7.0,33.3945731707596
2046,8,SSP3-7.0,33.42836732054836
2046,9,SSP3-7.0,33.43418728418493
2046,10,SSP3-7.0,33.49747442831928
2046,11,SSP3-7.0,33.60462604621557
2046,12,SSP3-7.0,33.66353118981399
2047,1,SSP3-7.0,33.72146631205103
2047,2,SSP3-7.0,33.80300329032317
2047,3,SSP3-7.0,33.73806182454816
2047,4,SSP3-7.0,33.6507010730537
2047,5,SSP3-7.0,33.521176918507756
2047,6,SSP3-7.0,33.42185835649693
2047,7,SSP3-7.0,33.399656406953554
2047,8,SSP3-7.0,33.42906965632069
2047,9,SSP3-7.0,33.50153638655137
2047,10,SSP3-7.0,33.63262892844026
2047,11,SSP3-7.0,33.741347070218175
2047,12,SSP3-7.0,33.83718126579524
2048,1,SSP3-7.0,33.844184156217764
2048,2,SSP3-7.0,33.761120398458246
2048,3,SSP3-7.0,33.68645639720335
2048,4,SSP3-7.0,33.59024818862534
2048,5,SSP3-7.0,33.52414671234
2048,6,SSP3-7.0,33.41483141473075
2048,7,SSP3-7.0,33.37203784323296
2048,8,SSP3-7.0,33.43126228077007
2048,9,SSP3-7.0,33.52182667698824
2048,10,SSP3-7.0,33.59219776117993
2048,11,SSP3-7.0,33.69055164623623
2048,12,SSP3-7.0,33.74283079179819
2049,1,SSP3-7.0,33.74332703284331
2049,2,SSP3-7.0,33.72090216675919
2049,3,SSP3-7.0,33.66039330645518
2049,4,SSP3-7.0,33.595493917328
2049,5,SSP3-7.0,33.493690104609684
2049,6,SSP3-7.0,33.396294492245495
2049,7,SSP3-7.0,33.38234085611915
2049,8,SSP3-7.0,33.406627978575926
2049,9,SSP3-7.0,33.50719639952302
2049,10,SSP3-7.0,33.563613846036915
2049,11,SSP3-7.0,33.66375119735868
2049,12,SSP3-7.0,33.7630959151103
2050,1,SSP3-7.0,33.809719887931685
2050,2,SSP3-7.0,33.78543918666449
2050,3,SSP3-7.0,33.71750974853017
2050,4,SSP3-7.0,33.61053618541143
2050,5,SSP3-7.0,33.47994590339614
2050,6,SSP3-7.0,33.38361169562154
2050,7,SSP3-7.0,33.387665171130195
2050,8,SSP3-7.0,33.411048035857746
2050,9,SSP3-7.0,33.445578777134166
2050,10,SSP3-7.0,33.5623084868823
2050,11,SSP3-7.0,33.679244982742425
2050,12,SSP3-7.0,33.75173181197784
2051,1,SSP3-7.0,33.76644258009135
2051,2,SSP3-7.0,33.68437129788068
2051,3,SSP3-7.0,33.61071734900083
2051,4,SSP3-7.0,33.5483163795354
2051,5,SSP3-7.0,33.44611233046088
2051,6,SSP3-7.0,33.340329518358736
2051,7,SSP3-7.0,33.280874793586676
2051,8,SSP3-7.0,33.29176222540762
2051,9,SSP3-7.0,33.352742902776015
2051,10,SSP3-7.0,33.436947444699655
2051,11,SSP3-7.0,33.4955315970684
2051,12,SSP3-7.0,33.61952919625326
2052,1,SSP3-7.0,33.6551521343437
2052,2,SSP3-7.0,33.60443674414126
2052,3,SSP3-7.0,33.52505925177309
2052,4,SSP3-7.0,33.44137004415916
2052,5,SSP3-7.0,33.352090524982366
2052,6,SSP3-7.0,33.27638173416612
2052,7,SSP3-7.0,33.2452424473806
2052,8,SSP3-7.0,33.27708169133342
2052,9,SSP3-7.0,33.32053586602986
2052,10,SSP3-7.0,33.356473092419584
2052,11,SSP3-7.0,33.429634509761755
2052,12,SSP3-7.0,33.53615287934652
2053,1,SSP3-7.0,33.576811607306254
2053,2,SSP3-7.0,33.53845503686837
2053,3,SSP3-7.0,33.49124193177398
2053,4,SSP3-7.0,33.39030513605796
2053,5,SSP3-7.0,33.25770649685729
2053,6,SSP3-7.0,33.14337442513809
2053,7,SSP3-7.0,33.15536658116334
2053,8,SSP3-7.0,33.20812690208448
2053,9,SSP3-7.0,33.22862139602057
2053,10,SSP3-7.0,33.32069606745983
2053,11,SSP3-7.0,33.43654023105791
2053,12,SSP3-7.0,33.56328304680322
2054,1,SSP3-7.0,33.59619196107274
2054,2,SSP3-7.0,33.55863677435181
2054,3,SSP3-7.0,33.50225416472915
2054,4,SSP3-7.0,33.416186179288815
2054,5,SSP3-7.0,33.267637299814034
2054,6,SSP3-7.0,33.129212913607844
2054,7,SSP3-7.0,33.12119608734609
2054,8,SSP3-7.0,33.16710640113257
2054,9,SSP3-7.0,33.21170597314009
2054,10,SSP3-7.0,33.317610553605824
2054,11,SSP3-7.0,33.442791623778234
2054,12,SSP3-7.0,33.540630938262204
2055,1,SSP3-7.0,33.637300523468866
2055,2,SSP3-7.0,33.62944643835921
2055,3,SSP3-7.0,33.554270145331046
2055,4,SSP3-7.0,33.48100473845918
2055,5,SSP3-7.0,33.40836835226806
2055,6,SSP3-7.0,33.298023849865665
2055,7,SSP3-7.0,33.246869265461186
2055,8,SSP3-7.0,33.28551797247867
2055,9,SSP3-7.0,33.33166229358339
2055,10,SSP3-7.0,33.40888910754641
2055,11,SSP3-7.0,33.563906041670606
2055,12,SSP3-7.0,33.682526849839846
2056,1,SSP3-7.0,33.72264818294902
2056,2,SSP3-7.0,33.68175548964217
2056,3,SSP3-7.0,33.58512368060504
2056,4,SSP3-7.0,33.490380317951754
2056,5,SSP3-7.0,33.36503498786685
2056,6,SSP3-7.0,33.23218559560644
2056,7,SSP3-7.0,33.15155290227024
2056,8,SSP3-7.0,33.17774621305093
2056,9,SSP3-7.0,33.24747022104902
2056,10,SSP3-7.0,33.32624854095481
2056,11,SSP3-7.0,33.465055245291595
2056,12,SSP3-7.0,33.577395782245134
2057,1,SSP3-7.0,33.58160879917373
2057,2,SSP3-7.0,33.552250781238506
2057,3,SSP3-7.0,33.48040835660203
2057,4,SSP3-7.0,33.38620849940088
2057,5,SSP3-7.0,33.29401448956505
2057,6,SSP3-7.0,33.158867435934575
