Year,Month,scenario,variable,rownum
2053,1,SSP1-2.6,7.754914348,721
2053,2,SSP1-2.6,6.654398406,722
2053,3,SSP1-2.6,6.639158744,723
2053,4,SSP1-2.6,8.160858536,724
2053,5,SSP1-2.6,11.02344084,725
2053,6,SSP1-2.6,15.04681343,726
2053,7,SSP1-2.6,18.07336286,727
2053,8,SSP1-2.6,19.16194243,728
2053,9,SSP1-2.6,18.41949036,729
2053,10,SSP1-2.6,16.1753275,730
2053,11,SSP1-2.6,13.03550907,731
2053,12,SSP1-2.6,10.01463246,732
2054,1,SSP1-2.6,7.880655013,733
2054,2,SSP1-2.6,6.59063176,734
2054,3,SSP1-2.6,6.678738686,735
2054,4,SSP1-2.6,8.189993548,736
2054,5,SSP1-2.6,11.08996429,737
2054,6,SSP1-2.6,15.13575546,738
2054,7,SSP1-2.6,17.93474267,739
2054,8,SSP1-2.6,19.20721527,740
2054,9,SSP1-2.6,18.31434483,741
2054,10,SSP1-2.6,15.95277347,742
2054,11,SSP1-2.6,12.75092408,743
2054,12,SSP1-2.6,9.752009075,744
2055,1,SSP1-2.6,7.436319267,745
2055,2,SSP1-2.6,6.303708858,746
2055,3,SSP1-2.6,6.563560889,747
2055,4,SSP1-2.6,8.100138682,748
2055,5,SSP1-2.6,11.06631056,749
2055,6,SSP1-2.6,15.0929982,750
2055,7,SSP1-2.6,18.29281643,751
2055,8,SSP1-2.6,19.6142337,752
2055,9,SSP1-2.6,18.63356879,753
2055,10,SSP1-2.6,16.12994955,754
2055,11,SSP1-2.6,12.86014242,755
2055,12,SSP1-2.6,9.8492723,756
2056,1,SSP1-2.6,7.838356845,757
2056,2,SSP1-2.6,6.36530235,758
2056,3,SSP1-2.6,6.453224187,759
2056,4,SSP1-2.6,8.093368308,760
2056,5,SSP1-2.6,11.12762912,761
2056,6,SSP1-2.6,14.73183913,762
2056,7,SSP1-2.6,18.1069143,763
2056,8,SSP1-2.6,19.28427596,764
2056,9,SSP1-2.6,18.22018773,765
2056,10,SSP1-2.6,15.77538048,766
2056,11,SSP1-2.6,12.49446418,767
2056,12,SSP1-2.6,9.568037043,768
2057,1,SSP1-2.6,7.445364211,769
2057,2,SSP1-2.6,6.532303359,770
2057,3,SSP1-2.6,6.708722003,771
2057,4,SSP1-2.6,8.228636099,772
2057,5,SSP1-2.6,11.2891466,773
2057,6,SSP1-2.6,15.04544156,774
2057,7,SSP1-2.6,18.0775092,775
2057,8,SSP1-2.6,19.48891137,776
2057,9,SSP1-2.6,18.37098134,777
2057,10,SSP1-2.6,15.81700052,778
2057,11,SSP1-2.6,12.46194538,779
2057,12,SSP1-2.6,9.704082983,780
2058,1,SSP1-2.6,7.57184772,781
2058,2,SSP1-2.6,6.530942236,782
2058,3,SSP1-2.6,6.378850038,783
2058,4,SSP1-2.6,7.809240351,784
2058,5,SSP1-2.6,11.12313365,785
2058,6,SSP1-2.6,14.91332684,786
2058,7,SSP1-2.6,18.2667137,787
2058,8,SSP1-2.6,19.48504839,788
2058,9,SSP1-2.6,18.47376417,789
2058,10,SSP1-2.6,16.07006283,790
2058,11,SSP1-2.6,12.65273244,791
2058,12,SSP1-2.6,9.845476748,792
2059,1,SSP1-2.6,7.833906773,793
2059,2,SSP1-2.6,6.676889331,794
2059,3,SSP1-2.6,6.890368903,795
2059,4,SSP1-2.6,8.451546125,796
2059,5,SSP1-2.6,11.35690209,797
2059,6,SSP1-2.6,15.01916049,798
2059,7,SSP1-2.6,18.11548678,799
2059,8,SSP1-2.6,19.31480793,800
2059,9,SSP1-2.6,18.45834394,801
2059,10,SSP1-2.6,16.12012352,802
2059,11,SSP1-2.6,12.74295296,803
2059,12,SSP1-2.6,9.791822945,804
2060,1,SSP1-2.6,7.565749433,805
2060,2,SSP1-2.6,6.407143554,806
2060,3,SSP1-2.6,6.523909715,807
2060,4,SSP1-2.6,7.982003604,808
2060,5,SSP1-2.6,11.03106334,809
2060,6,SSP1-2.6,14.95578343,810
2060,7,SSP1-2.6,18.13586364,811
2060,8,SSP1-2.6,19.31294864,812
2060,9,SSP1-2.6,18.30235345,813
2060,10,SSP1-2.6,16.00947667,814
2060,11,SSP1-2.6,12.92688744,815
2060,12,SSP1-2.6,10.03475197,816
2061,1,SSP1-2.6,7.712290619,817
2061,2,SSP1-2.6,6.542272018,818
2061,3,SSP1-2.6,6.816877972,819
2061,4,SSP1-2.6,8.435954705,820
2061,5,SSP1-2.6,11.56426932,821
2061,6,SSP1-2.6,15.28483401,822
2061,7,SSP1-2.6,18.21243471,823
2061,8,SSP1-2.6,19.61215942,824
2061,9,SSP1-2.6,18.54082215,825
2061,10,SSP1-2.6,16.07890997,826
2061,11,SSP1-2.6,12.7838797,827
2061,12,SSP1-2.6,9.963170967,828
2062,1,SSP1-2.6,8.13568073,829
2062,2,SSP1-2.6,6.944180541,830
2062,3,SSP1-2.6,6.884210079,831
2062,4,SSP1-2.6,8.520854186,832
2062,5,SSP1-2.6,11.37261103,833
2062,6,SSP1-2.6,15.04563955,834
2062,7,SSP1-2.6,18.01281023,835
2062,8,SSP1-2.6,19.45739008,836
2062,9,SSP1-2.6,18.52110629,837
2062,10,SSP1-2.6,16.07129898,838
2062,11,SSP1-2.6,12.86416376,839
2062,12,SSP1-2.6,9.865794461,840
2063,1,SSP1-2.6,7.54970583,841
2063,2,SSP1-2.6,6.530236272,842
2063,3,SSP1-2.6,6.607967234,843
2063,4,SSP1-2.6,8.12201282,844
2063,5,SSP1-2.6,11.37258817,845
2063,6,SSP1-2.6,15.3076828,846
2063,7,SSP1-2.6,18.2706225,847
2063,8,SSP1-2.6,19.58975585,848
2063,9,SSP1-2.6,18.83171688,849
2063,10,SSP1-2.6,16.28581375,850
2063,11,SSP1-2.6,13.21504919,851
2063,12,SSP1-2.6,10.1319047,852
2064,1,SSP1-2.6,7.719152019,853
2064,2,SSP1-2.6,6.480546782,854
2064,3,SSP1-2.6,6.564121837,855
2064,4,SSP1-2.6,7.93364128,856
2064,5,SSP1-2.6,10.99612568,857
2064,6,SSP1-2.6,14.87672554,858
2064,7,SSP1-2.6,18.23853503,859
2064,8,SSP1-2.6,19.45009774,860
2064,9,SSP1-2.6,18.56538449,861
2064,10,SSP1-2.6,16.12474557,862
2064,11,SSP1-2.6,12.79417767,863
2064,12,SSP1-2.6,9.71148966,864
2065,1,SSP1-2.6,7.850815747,865
2065,2,SSP1-2.6,6.758541154,866
2065,3,SSP1-2.6,6.859487892,867
2065,4,SSP1-2.6,8.337236436,868
2065,5,SSP1-2.6,11.4118972,869
2065,6,SSP1-2.6,15.11172305,870
2065,7,SSP1-2.6,18.10974452,871
2065,8,SSP1-2.6,19.23912075,872
2065,9,SSP1-2.6,18.37942783,873
2065,10,SSP1-2.6,16.01178375,874
2065,11,SSP1-2.6,12.791213,875
2065,12,SSP1-2.6,9.959414313,876
2066,1,SSP1-2.6,7.706563693,877
2066,2,SSP1-2.6,6.709807649,878
2066,3,SSP1-2.6,6.537500784,879
2066,4,SSP1-2.6,8.229065909,880
2066,5,SSP1-2.6,11.2451045,881
2066,6,SSP1-2.6,14.83282879,882
2066,7,SSP1-2.6,17.9235503,883
2066,8,SSP1-2.6,19.39938582,884
2066,9,SSP1-2.6,18.35384315,885
2066,10,SSP1-2.6,15.84260265,886
2066,11,SSP1-2.6,12.73128251,887
2066,12,SSP1-2.6,9.848952312,888
2067,1,SSP1-2.6,7.768174634,889
2067,2,SSP1-2.6,6.428532272,890
2067,3,SSP1-2.6,6.597255047,891
2067,4,SSP1-2.6,8.192416052,892
2067,5,SSP1-2.6,11.29565902,893
2067,6,SSP1-2.6,15.14030969,894
2067,7,SSP1-2.6,18.08375522,895
2067,8,SSP1-2.6,19.28489019,896
2067,9,SSP1-2.6,18.438591,897
2067,10,SSP1-2.6,16.14641421,898
2067,11,SSP1-2.6,13.01145255,899
2067,12,SSP1-2.6,9.881088034,900
2068,1,SSP1-2.6,7.741254271,901
2068,2,SSP1-2.6,6.719304836,902
2068,3,SSP1-2.6,6.817773986,903
2068,4,SSP1-2.6,8.250142176,904
2068,5,SSP1-2.6,11.3268938,905
2068,6,SSP1-2.6,15.00955591,906
2068,7,SSP1-2.6,17.92940965,907
2068,8,SSP1-2.6,19.14985008,908
2068,9,SSP1-2.6,18.31371778,909
2068,10,SSP1-2.6,16.02862264,910
2068,11,SSP1-2.6,12.84643868,911
2068,12,SSP1-2.6,9.818804556,912
2069,1,SSP1-2.6,7.676324448,913
2069,2,SSP1-2.6,6.7513615,914
2069,3,SSP1-2.6,7.009805625,915
2069,4,SSP1-2.6,8.41365896,916
2069,5,SSP1-2.6,11.37898712,917
2069,6,SSP1-2.6,15.17555493,918
2069,7,SSP1-2.6,18.39956535,919
2069,8,SSP1-2.6,19.63046441,920
2069,9,SSP1-2.6,18.57913388,921
2069,10,SSP1-2.6,16.21781044,922
2069,11,SSP1-2.6,13.03525142,923
2069,12,SSP1-2.6,10.07445989,924
2070,1,SSP1-2.6,7.961566271,925
2070,2,SSP1-2.6,6.861193327,926
2070,3,SSP1-2.6,6.986851986,927
2070,4,SSP1-2.6,8.358110155,928
2070,5,SSP1-2.6,11.44824168,929
2070,6,SSP1-2.6,14.96616127,930
2070,7,SSP1-2.6,17.95006582,931
2070,8,SSP1-2.6,19.12137404,932
2070,9,SSP1-2.6,18.30335807,933
2070,10,SSP1-2.6,15.80431919,934
2070,11,SSP1-2.6,12.53121455,935
2070,12,SSP1-2.6,9.61857959,936
2071,1,SSP1-2.6,7.752171635,937
2071,2,SSP1-2.6,6.854067497,938
2071,3,SSP1-2.6,6.561547395,939
2071,4,SSP1-2.6,8.089036385,940
2071,5,SSP1-2.6,11.22073703,941
2071,6,SSP1-2.6,14.91761211,942
2071,7,SSP1-2.6,18.26296926,943
2071,8,SSP1-2.6,19.34455653,944
2071,9,SSP1-2.6,18.34599517,945
2071,10,SSP1-2.6,16.01628341,946
2071,11,SSP1-2.6,12.7275709,947
2071,12,SSP1-2.6,9.915383237,948
2072,1,SSP1-2.6,7.757553923,949
2072,2,SSP1-2.6,6.626113366,950
2072,3,SSP1-2.6,6.473807133,951
2072,4,SSP1-2.6,8.023375702,952
2072,5,SSP1-2.6,11.01230901,953
2072,6,SSP1-2.6,14.81809644,954
2072,7,SSP1-2.6,17.9626185,955
2072,8,SSP1-2.6,19.22514868,956
2072,9,SSP1-2.6,18.38224669,957
2072,10,SSP1-2.6,15.9114739,958
2072,11,SSP1-2.6,12.6464703,959
2072,12,SSP1-2.6,9.74882082,960
2073,1,SSP1-2.6,7.907586453,961
2073,2,SSP1-2.6,6.991242484,962
2073,3,SSP1-2.6,6.897198089,963
2073,4,SSP1-2.6,8.433847562,964
2073,5,SSP1-2.6,11.2212154,965
2073,6,SSP1-2.6,15.00535737,966
2073,7,SSP1-2.6,18.41091533,967
2073,8,SSP1-2.6,19.34024345,968
2073,9,SSP1-2.6,18.38632919,969
2073,10,SSP1-2.6,16.13727441,970
2073,11,SSP1-2.6,13.15217413,971
2073,12,SSP1-2.6,10.22270972,972
2074,1,SSP1-2.6,8.182937424,973
2074,2,SSP1-2.6,6.913273825,974
2074,3,SSP1-2.6,6.941079591,975
2074,4,SSP1-2.6,8.485618047,976
2074,5,SSP1-2.6,11.61837965,977
2074,6,SSP1-2.6,15.02941365,978
2074,7,SSP1-2.6,18.34433576,979
2074,8,SSP1-2.6,19.27661478,980
2074,9,SSP1-2.6,18.34424898,981
2074,10,SSP1-2.6,16.08763898,982
2074,11,SSP1-2.6,12.84377571,983
2074,12,SSP1-2.6,9.789350402,984
2075,1,SSP1-2.6,7.778912794,985
2075,2,SSP1-2.6,6.780750528,986
2075,3,SSP1-2.6,6.849356352,987
2075,4,SSP1-2.6,8.343141915,988
2075,5,SSP1-2.6,11.32304251,989
2075,6,SSP1-2.6,15.10352047,990
2075,7,SSP1-2.6,18.11243669,991
2075,8,SSP1-2.6,19.14622997,992
2075,9,SSP1-2.6,18.04892601,993
2075,10,SSP1-2.6,15.70777698,994
2075,11,SSP1-2.6,12.79703303,995
2075,12,SSP1-2.6,9.883874815,996
2076,1,SSP1-2.6,7.767538167,997
2076,2,SSP1-2.6,6.683949686,998
2076,3,SSP1-2.6,6.785644534,999
2076,4,SSP1-2.6,8.256315673,1000
2076,5,SSP1-2.6,11.56548949,1001
2076,6,SSP1-2.6,15.14788826,1002
2076,7,SSP1-2.6,18.31508268,1003
2076,8,SSP1-2.6,19.46088489,1004
2076,9,SSP1-2.6,18.68765707,1005
2076,10,SSP1-2.6,16.07802019,1006
2076,11,SSP1-2.6,12.8343764,1007
2076,12,SSP1-2.6,10.01354945,1008
2077,1,SSP1-2.6,7.921026383,1009
2077,2,SSP1-2.6,6.804840261,1010
2077,3,SSP1-2.6,6.840637676,1011
2077,4,SSP1-2.6,8.473653162,1012
2077,5,SSP1-2.6,11.47312835,1013
2077,6,SSP1-2.6,15.48607358,1014
2077,7,SSP1-2.6,18.21973578,1015
2077,8,SSP1-2.6,19.40989133,1016
2077,9,SSP1-2.6,18.5347947,1017
2077,10,SSP1-2.6,16.26894453,1018
2077,11,SSP1-2.6,12.97227985,1019
2077,12,SSP1-2.6,9.891140548,1020
2078,1,SSP1-2.6,7.728517267,1021
2078,2,SSP1-2.6,6.918652699,1022
2078,3,SSP1-2.6,6.971303489,1023
2078,4,SSP1-2.6,8.472258122,1024
2078,5,SSP1-2.6,11.41202904,1025
2078,6,SSP1-2.6,15.14930452,1026
2078,7,SSP1-2.6,17.92955123,1027
2078,8,SSP1-2.6,19.21737715,1028
2078,9,SSP1-2.6,18.40260959,1029
2078,10,SSP1-2.6,15.97978933,1030
2078,11,SSP1-2.6,12.79129713,1031
2078,12,SSP1-2.6,9.853927371,1032
2079,1,SSP1-2.6,7.727707376,1033
2079,2,SSP1-2.6,6.701126731,1034
2079,3,SSP1-2.6,6.746120092,1035
2079,4,SSP1-2.6,8.255348109,1036
2079,5,SSP1-2.6,11.25714697,1037
2079,6,SSP1-2.6,14.97418961,1038
2079,7,SSP1-2.6,18.14199065,1039
2079,8,SSP1-2.6,19.30113829,1040
2079,9,SSP1-2.6,18.4375796,1041
2079,10,SSP1-2.6,16.18579171,1042
2079,11,SSP1-2.6,12.9897309,1043
2079,12,SSP1-2.6,10.04011497,1044
2080,1,SSP1-2.6,7.847787451,1045
2080,2,SSP1-2.6,6.936165754,1046
2080,3,SSP1-2.6,6.962311464,1047
2080,4,SSP1-2.6,8.602859876,1048
2080,5,SSP1-2.6,11.67320569,1049
2080,6,SSP1-2.6,15.27108912,1050
2080,7,SSP1-2.6,18.30637535,1051
2080,8,SSP1-2.6,19.50409205,1052
2080,9,SSP1-2.6,18.46817787,1053
2080,10,SSP1-2.6,15.89345799,1054
2080,11,SSP1-2.6,12.57774397,1055
2080,12,SSP1-2.6,9.83502861,1056
2081,1,SSP1-2.6,7.82462196,1057
2081,2,SSP1-2.6,6.760906906,1058
2081,3,SSP1-2.6,6.645854484,1059
2081,4,SSP1-2.6,8.215308271,1060
2081,5,SSP1-2.6,11.13961186,1061
2081,6,SSP1-2.6,14.94340925,1062
2081,7,SSP1-2.6,18.52095422,1063
2081,8,SSP1-2.6,19.3656962,1064
2081,9,SSP1-2.6,18.49742647,1065
2081,10,SSP1-2.6,16.26992632,1066
2081,11,SSP1-2.6,13.02490553,1067
2081,12,SSP1-2.6,10.16211872,1068
2082,1,SSP1-2.6,8.050209191,1069
2082,2,SSP1-2.6,6.869450848,1070
2082,3,SSP1-2.6,6.955591447,1071
2082,4,SSP1-2.6,8.647166017,1072
2082,5,SSP1-2.6,11.63333072,1073
2082,6,SSP1-2.6,15.29405518,1074
2082,7,SSP1-2.6,18.44311316,1075
2082,8,SSP1-2.6,19.48914323,1076
2082,9,SSP1-2.6,18.61360832,1077
2082,10,SSP1-2.6,16.00312563,1078
2082,11,SSP1-2.6,12.93684813,1079
2082,12,SSP1-2.6,10.02798003,1080
2083,1,SSP1-2.6,7.924467707,1081
2083,2,SSP1-2.6,6.794466273,1082
2083,3,SSP1-2.6,6.687080076,1083
2083,4,SSP1-2.6,8.323140787,1084
2083,5,SSP1-2.6,11.4196113,1085
2083,6,SSP1-2.6,15.09347065,1086
2083,7,SSP1-2.6,18.66105851,1087
2083,8,SSP1-2.6,19.51825141,1088
2083,9,SSP1-2.6,18.47681453,1089
2083,10,SSP1-2.6,15.98605541,1090
2083,11,SSP1-2.6,12.63884981,1091
2083,12,SSP1-2.6,9.667371444,1092
2084,1,SSP1-2.6,7.525506316,1093
2084,2,SSP1-2.6,6.379620709,1094
2084,3,SSP1-2.6,6.630940173,1095
2084,4,SSP1-2.6,8.267116263,1096
2084,5,SSP1-2.6,11.33992008,1097
2084,6,SSP1-2.6,15.27908443,1098
2084,7,SSP1-2.6,18.13559071,1099
2084,8,SSP1-2.6,19.30549908,1100
2084,9,SSP1-2.6,18.54293524,1101
2084,10,SSP1-2.6,16.13810719,1102
2084,11,SSP1-2.6,12.98355886,1103
2084,12,SSP1-2.6,9.896109112,1104
2085,1,SSP1-2.6,7.788044065,1105
2085,2,SSP1-2.6,6.536843014,1106
2085,3,SSP1-2.6,6.921775877,1107
2085,4,SSP1-2.6,8.380835909,1108
2085,5,SSP1-2.6,11.33853798,1109
2085,6,SSP1-2.6,15.40293805,1110
2085,7,SSP1-2.6,18.17356117,1111
2085,8,SSP1-2.6,19.69574013,1112
2085,9,SSP1-2.6,18.7952442,1113
2085,10,SSP1-2.6,16.26203591,1114
2085,11,SSP1-2.6,13.01008299,1115
2085,12,SSP1-2.6,9.92004677,1116
2086,1,SSP1-2.6,7.935182226,1117
2086,2,SSP1-2.6,6.64773299,1118
2086,3,SSP1-2.6,6.739717473,1119
2086,4,SSP1-2.6,8.341321777,1120
2086,5,SSP1-2.6,11.44156374,1121
2086,6,SSP1-2.6,15.27237647,1122
2086,7,SSP1-2.6,18.32696685,1123
2086,8,SSP1-2.6,19.55451771,1124
2086,9,SSP1-2.6,18.74889142,1125
2086,10,SSP1-2.6,16.32598474,1126
2086,11,SSP1-2.6,13.01802335,1127
2086,12,SSP1-2.6,9.809598345,1128
2087,1,SSP1-2.6,7.712662709,1129
2087,2,SSP1-2.6,6.77199591,1130
2087,3,SSP1-2.6,7.137250731,1131
2087,4,SSP1-2.6,8.558333469,1132
2087,5,SSP1-2.6,11.30530724,1133
2087,6,SSP1-2.6,15.22380501,1134
2087,7,SSP1-2.6,18.48037657,1135
2087,8,SSP1-2.6,19.47992212,1136
2087,9,SSP1-2.6,18.45176517,1137
2087,10,SSP1-2.6,16.02422792,1138
2087,11,SSP1-2.6,12.91012125,1139
2087,12,SSP1-2.6,9.829535955,1140
2088,1,SSP1-2.6,7.966872522,1141
2088,2,SSP1-2.6,6.826598851,1142
2088,3,SSP1-2.6,6.89513012,1143
2088,4,SSP1-2.6,8.494329715,1144
2088,5,SSP1-2.6,11.77516687,1145
2088,6,SSP1-2.6,15.73584911,1146
2088,7,SSP1-2.6,18.58520817,1147
2088,8,SSP1-2.6,19.59243456,1148
2088,9,SSP1-2.6,18.55004754,1149
2088,10,SSP1-2.6,16.27838382,1150
2088,11,SSP1-2.6,12.99937147,1151
2088,12,SSP1-2.6,9.858561968,1152
2089,1,SSP1-2.6,7.777647729,1153
2089,2,SSP1-2.6,6.803350255,1154
2089,3,SSP1-2.6,6.622767557,1155
2089,4,SSP1-2.6,8.109017744,1156
2089,5,SSP1-2.6,11.30155628,1157
2089,6,SSP1-2.6,15.19338405,1158
2089,7,SSP1-2.6,18.13023154,1159
2089,8,SSP1-2.6,19.50570615,1160
2089,9,SSP1-2.6,18.66905108,1161
2089,10,SSP1-2.6,16.44913115,1162
2089,11,SSP1-2.6,13.37272912,1163
2089,12,SSP1-2.6,10.09980639,1164
2090,1,SSP1-2.6,7.867559642,1165
2090,2,SSP1-2.6,6.818699892,1166
2090,3,SSP1-2.6,6.822501297,1167
2090,4,SSP1-2.6,8.316644478,1168
2090,5,SSP1-2.6,11.49516445,1169
2090,6,SSP1-2.6,15.36182263,1170
2090,7,SSP1-2.6,18.213533,1171
2090,8,SSP1-2.6,19.37917805,1172
2090,9,SSP1-2.6,18.45902925,1173
2090,10,SSP1-2.6,16.0061566,1174
2090,11,SSP1-2.6,12.92945069,1175
2090,12,SSP1-2.6,9.973873148,1176
2091,1,SSP1-2.6,7.568953815,1177
2091,2,SSP1-2.6,6.605793629,1178
2091,3,SSP1-2.6,6.703254057,1179
2091,4,SSP1-2.6,8.182683289,1180
2091,5,SSP1-2.6,11.21594844,1181
2091,6,SSP1-2.6,15.00498808,1182
2091,7,SSP1-2.6,17.91478046,1183
2091,8,SSP1-2.6,19.28238491,1184
2091,9,SSP1-2.6,18.57716448,1185
2091,10,SSP1-2.6,16.10688002,1186
2091,11,SSP1-2.6,12.71689016,1187
2091,12,SSP1-2.6,9.882090473,1188
2092,1,SSP1-2.6,7.678962602,1189
2092,2,SSP1-2.6,6.382592594,1190
2092,3,SSP1-2.6,6.677622222,1191
2092,4,SSP1-2.6,8.182508189,1192
2092,5,SSP1-2.6,11.27701552,1193
2092,6,SSP1-2.6,14.99364375,1194
2092,7,SSP1-2.6,18.20976885,1195
2092,8,SSP1-2.6,19.37174678,1196
2092,9,SSP1-2.6,18.48077996,1197
2092,10,SSP1-2.6,16.20468042,1198
2092,11,SSP1-2.6,12.91865579,1199
2092,12,SSP1-2.6,9.989156537,1200
2093,1,SSP1-2.6,7.944294286,1201
2093,2,SSP1-2.6,6.627008225,1202
2093,3,SSP1-2.6,6.557145777,1203
2093,4,SSP1-2.6,8.050904514,1204
2093,5,SSP1-2.6,11.38126428,1205
2093,6,SSP1-2.6,15.51222386,1206
2093,7,SSP1-2.6,18.29120015,1207
2093,8,SSP1-2.6,19.63065929,1208
2093,9,SSP1-2.6,18.64816859,1209
2093,10,SSP1-2.6,16.09946347,1210
2093,11,SSP1-2.6,12.51441987,1211
2093,12,SSP1-2.6,9.570967765,1212
2094,1,SSP1-2.6,7.613604358,1213
2094,2,SSP1-2.6,6.835253428,1214
2094,3,SSP1-2.6,6.701394908,1215
2094,4,SSP1-2.6,8.1648469,1216
2094,5,SSP1-2.6,11.20395861,1217
2094,6,SSP1-2.6,15.01450699,1218
2094,7,SSP1-2.6,18.20932973,1219
2094,8,SSP1-2.6,19.4308988,1220
2094,9,SSP1-2.6,18.68249063,1221
2094,10,SSP1-2.6,16.13641392,1222
2094,11,SSP1-2.6,12.93996533,1223
2094,12,SSP1-2.6,9.989996392,1224
2095,1,SSP1-2.6,7.794512348,1225
2095,2,SSP1-2.6,6.946449007,1226
2095,3,SSP1-2.6,7.064992556,1227
2095,4,SSP1-2.6,8.390604454,1228
2095,5,SSP1-2.6,11.55195631,1229
2095,6,SSP1-2.6,15.19109487,1230
2095,7,SSP1-2.6,18.17114937,1231
2095,8,SSP1-2.6,19.35413743,1232
2095,9,SSP1-2.6,18.49333647,1233
2095,10,SSP1-2.6,15.80560192,1234
2095,11,SSP1-2.6,12.79582992,1235
2095,12,SSP1-2.6,9.874223119,1236
2096,1,SSP1-2.6,7.675877199,1237
2096,2,SSP1-2.6,6.478875519,1238
2096,3,SSP1-2.6,6.676441993,1239
2096,4,SSP1-2.6,8.398541984,1240
2096,5,SSP1-2.6,11.40081372,1241
2096,6,SSP1-2.6,15.44604108,1242
2096,7,SSP1-2.6,18.54310951,1243
2096,8,SSP1-2.6,19.4530134,1244
2096,9,SSP1-2.6,18.47518378,1245
2096,10,SSP1-2.6,16.10519235,1246
2096,11,SSP1-2.6,12.83955681,1247
2096,12,SSP1-2.6,9.614945377,1248
2097,1,SSP1-2.6,7.542859702,1249
2097,2,SSP1-2.6,6.417981957,1250
2097,3,SSP1-2.6,6.480466707,1251
2097,4,SSP1-2.6,8.059559723,1252
2097,5,SSP1-2.6,11.18613131,1253
2097,6,SSP1-2.6,14.59275434,1254
2097,7,SSP1-2.6,17.97242974,1255
2097,8,SSP1-2.6,19.32103476,1256
2097,9,SSP1-2.6,18.5088331,1257
2097,10,SSP1-2.6,15.94643774,1258
2097,11,SSP1-2.6,12.67570124,1259
2097,12,SSP1-2.6,9.612840964,1260
2098,1,SSP1-2.6,7.751028455,1261
2098,2,SSP1-2.6,6.527345533,1262
2098,3,SSP1-2.6,6.573899542,1263
2098,4,SSP1-2.6,8.077011799,1264
2098,5,SSP1-2.6,11.26121694,1265
2098,6,SSP1-2.6,15.19152632,1266
2098,7,SSP1-2.6,18.36222015,1267
2098,8,SSP1-2.6,19.48105267,1268
2098,9,SSP1-2.6,18.57568251,1269
2098,10,SSP1-2.6,16.3299581,1270
2098,11,SSP1-2.6,13.08759762,1271
2098,12,SSP1-2.6,10.03759134,1272
2099,1,SSP1-2.6,7.94216651,1273
2099,2,SSP1-2.6,6.624925037,1274
2099,3,SSP1-2.6,6.748973575,1275
2099,4,SSP1-2.6,8.155390705,1276
2099,5,SSP1-2.6,11.3707607,1277
2099,6,SSP1-2.6,14.80407925,1278
2099,7,SSP1-2.6,17.90834708,1279
2099,8,SSP1-2.6,19.30955514,1280
2099,9,SSP1-2.6,18.6037849,1281
2099,10,SSP1-2.6,16.28171998,1282
2099,11,SSP1-2.6,12.97825379,1283
2099,12,SSP1-2.6,9.892501948,1284
