Year,5,6,8,10,11,12,14,15,16,18,20,21,22,24,25,26,32,37,17
1991,0.011403609,,0.144188825,0.3801,0.03343157,0.370067141,0.186441632,0.4035875,0.475755442,1.7738,0.521256625,0.459634391,0.112075455,0.08955,0.00206,0.041393096,0.029392711,0.123723447,0.038344368
1992,0.013283431,,0.178211261,0.325557081,0.030241901,0.334288339,0.225980333,0.501928572,0.139302777,2.982649901,0.438525885,0.433846325,0.110047552,0.085301626,0.002082365,0.074803013,0.020295375,0.135132468,0.0413302
1993,0.007356239,,0.170159547,0.350616773,0.030457743,0.455597533,0.179794227,0.670693361,0.201167054,0.77096365,0.404289554,0.48921482,0.116208514,0.110075853,0.002345638,0.060565297,0.019532263,0.135651059,0.10172258
1994,0.006732829,,0.129727315,0.304851944,0.024773897,0.578600399,0.197371349,1.363642337,0.259879405,1.031808425,0.370900656,0.353448228,0.114528252,0.111985234,0.002657749,0.031869855,0.028526706,0.156316159,0.047050425
1995,0.011326881,,0.232157742,0.316374125,0.026908338,0.606122555,0.25211422,1.435817505,0.461973489,2.139848751,0.407340315,0.307939869,0.125382362,0.115111847,0.003031701,0.065617643,0.029495602,0.204105185,0.040198727
1996,0.007039738,,0.194125236,0.228296321,0.030050042,0.625599773,0.134095284,0.306414062,0.205864039,1.557577345,0.387552733,0.486939403,0.112925243,0.098794589,0.003675883,0.040513061,0.028406666,0.175771212,0.097078825
1997,0.007174011,,0.253092198,0.184246924,0.012806642,0.454962407,0.171968205,0.401701322,0.218286336,2.276833372,0.345689496,0.39213033,0.076287791,0.064783728,0.003301996,0.010104693,0.025628591,0.132398074,0.664080453
1998,0.006790374,,0.318184777,0.142377803,0.015708521,0.334711756,0.054357856,0.606473501,0.208397944,1.989515405,0.331293711,0.544493255,0.1174278,0.080114472,0.003067181,0.0507199,0.026305961,0.121853373,0.176234801
1999,0.00488178,0.00947,0.181321433,0.182474511,0.028251356,0.153277237,0.063472501,0.780094877,0.070084004,2.271835609,0.346367443,0.491578772,0.086657581,0.075977478,0.003180744,0.190598393,0.025757206,0.179071342,0.153236038
2000,0.006857512,0.011178999,0.135158275,0.191354567,0.022946327,0.336933703,0.07766306,0.712413816,0.131762877,2.000835122,0.374353949,0.511757114,0.097294624,0.088428238,0.002990651,0.070104253,0.031133294,0.127605028,0.195870575
2001,0.008775696,0.01184455,0.073191655,0.135681023,0.026918948,0.462339862,0.053682115,0.491820841,0.163158534,2.884648898,0.379269066,0.507678509,0.097123058,0.087759954,0.003031579,0.043216027,0.032805283,0.189364604,0.082267527
2002,0.007193193,0.011895313,0.11517108,0.139306821,0.022294106,0.281629891,0.115881709,0.561388079,0.203206536,3.257948675,0.380794447,0.443494207,0.106258905,0.082588713,0.003008713,0.082605471,0.036818057,0.113383039,0.145991467
2003,0.005955964,0.011855831,0.058769616,0.136874627,0.013360652,0.202831495,0.128202194,0.562173987,0.199251177,0.953857207,0.331516162,0.398951593,0.09449811,0.09622488,0.003484387,0.030046925,0.034168597,0.157809075,0.287598475
2004,0.006454693,0.010908267,0.034788139,0.100637639,0.011463282,0.226173518,0.106185613,0.741707311,0.137510506,1.149869892,0.302703409,0.391760373,0.096985807,0.09885028,0.003709201,0.004973772,0.030164398,0.13719112,0.518136131
2005,0.007519285,0.009165426,0.028323086,0.086623285,0.009210154,0.233267662,0.108982866,0.900941771,0.105558627,0.67416937,0.286411491,0.359131565,0.089728598,0.089009008,0.003988253,0.005170208,0.015210814,0.145252866,0.447654782
2006,0.007303681,0.008928535,0.028158894,0.110270446,0.00850872,0.241220731,0.085720092,0.250572936,0.030925956,1.321577218,0.274513517,0.324055594,0.094818766,0.070643144,0.004210783,0.011169221,0.026211473,0.156278444,0.372655398
