Year,5,6,8,10,11,12,14,15,16,18,20,21,22,24,25,26,32,37,17
2007,0.007647036,0.009565884,0.028875655,0.080895184,0.007476628,0.338862089,0.037657627,0.320470577,0.029850598,0.589453019,0.230364328,0.458123509,0.080298688,0.072903374,0.003976183,0.002755768,0.023151475,0.156889753,0.366544029
2008,0.007252081,0.009193627,0.041491743,0.084712919,0.006621033,0.311626679,0.020660386,0.224448733,0.031557576,1.26048811,0.23855287,0.466087515,0.066553743,0.072483389,0.004203424,0.010121193,0.021936325,0.17062458,0.19037523
2009,0.009473531,0.00795277,0.065064161,0.085264736,0.010810468,0.280728248,0.048585772,0.549269067,0.080194887,1.653704186,0.293449429,0.412464639,0.068829727,0.078269532,0.004141363,0.008301249,0.01254712,0.241770669,0.172302932
2010,0.010780583,0.009221828,0.051862509,0.103273766,0.008995119,0.126509185,0.036034277,0.472211649,0.088786667,1.606631242,0.341301906,0.414503939,0.074550569,0.072019489,0.004501032,0.008531787,0.014273299,0.251308045,0.03740776
2011,0.011326498,0.008742406,0.033079282,0.091976511,0.005872363,0.247564269,0.046936492,0.39307238,0.075965126,1.709923679,0.312348902,0.325310299,0.077573204,0.066520232,0.004232941,0.003793424,0.013106851,0.174003442,0.033803389
2012,0.009146481,0.010417564,0.025771957,0.090632956,0.004623853,0.210476389,0.05886552,0.3085312,0.056213054,0.245370932,0.249072915,0.30541639,0.065457784,0.072098649,0.004455128,0.004717304,0.012024774,0.18268137,0.022389654
2013,0.009471229,0.012414217,0.01630914,0.079953496,0.003462306,0.250391247,0.036382519,0.193471151,0.094074489,1.146853081,0.307687167,0.230122192,0.059091687,0.082830727,0.004480542,0.004579799,0.015330167,0.252639883,0.014824184
2014,0.010689852,0.012543943,0.020666381,0.085096791,0.003243318,0.349427024,0.049839035,0.611724645,0.063129994,0.514887039,0.289735338,0.231157937,0.060756726,0.07700576,0.003659654,0.00435869,0.01563164,0.295698252,0.035849313
2015,0.012781249,0.011754306,0.02189182,0.108824925,0.004207025,0.42703696,0.015199456,0.953049034,0.071098798,0.858397801,0.226970991,0.218968291,0.061050961,0.070417996,0.003109727,0.006770458,0.015310275,0.232296153,0.01127953
2016,0.011821965,0.012380375,0.011375019,0.100151801,0.006279507,0.542773725,0.050615823,0.731060672,0.094884105,0.082265525,0.216062185,0.205719276,0.060316319,0.0711796,0.00147137,0.004456751,0.017323179,0.253833116,0.012446048
2017,0.009530309,0.013863764,0.003222106,0.088002828,0.008022913,0.401882498,0.029259424,0.434796043,0.090860757,1.292525051,0.208015376,0.114770763,0.051116993,0.071456381,0.001476732,0.019493257,0.020268624,0.190591624,0.038432529
2018,0.009465284,0.014439071,0.003098695,0.08518976,0.005949799,0.323340407,0.03568319,0.614428808,0.101678666,0.705950016,0.182710341,0.122021547,0.049944636,0.066512698,0.001390595,0.003258897,0.019686411,0.356937209,0.018577171
2019,0.011980279,0.015668648,0.001439029,0.091538656,0.004920647,0.436480914,0.025720835,0.441067263,0.089741243,0.462074143,0.139863987,0.11603561,0.047114694,0.05252743,0.001598045,0.00161176,0.021945876,0.230462515,0.019096305
2020,0.008860205,0.015753252,0.001140621,0.104737281,0.003728634,0.483304782,0.047581658,0.583788044,0.101776969,0.581705419,0.115303978,0.12803787,0.051116862,0.044137957,0.001998175,0.005010864,0.020472934,0.240792178,0.016563667
2021,0.007771142,0.01614807,0.000823595,0.103147807,0.003690817,0.328250745,0.144317152,0.257575531,0.126661009,0.091209172,0.09148726,0.078619565,0.021946415,0.043549526,0.002192027,0.018174753,0.002457447,0.167478441,0.0249784
2022,,0.013937088,,0.086350376,,,,0.28795005,,0.027738651,,,,,0.002214978,,,,
2023,,,,0.088038816,,,,0.296344824,,0.473655496,,,,,0.002326502,,,,
